	Chromosome	Start	End	Length	gene_count	repeat_count	unknown_repeat_count	LINE_repeat_count	LTR_repeat_count	SINE_repeat_count	DNA_transposon_repeat_count	Cumulative_Length	Cumulative_Length_Pct
18931	chr3	79005029	79093150	88121	0	190	49	29	40	42	3	378020293	72.36684557636586
10171	chr18	93130150	93217885	87735	0	266	73	49	30	90	0	378108028	72.38364124928135
10183	chr18	94378670	94466369	87699	0	250	67	51	27	79	0	378195727	72.40043003048629
20760	chr4	123608217	123695880	87663	2	177	72	39	9	36	3	378283390	72.41721191998067
14420	chr21	78193386	78280719	87333	0	167	50	31	23	43	1	378370723	72.43393063546169
14422	chr21	78465808	78553139	87331	0	165	51	30	30	33	1	378458054	72.45064896806991
18374	chr28	44566027	44653278	87251	1	292	70	47	80	70	0	378545305	72.4673519857658
2221	chr10	84935190	85022124	86934	1	205	51	49	25	58	0	378632239	72.48399431812157
26675	chrX	5977578	6064306	86728	0	122	23	29	12	43	0	378718967	72.50059721457811
28827	chrY	63871828	63958477	86649	0	156	77	14	12	13	0	378805616	72.51718498755872
11715	chr2	33802588	33889095	86507	3	158	47	28	21	32	0	378892123	72.53374557656994
7310	chr15	101779955	101866410	86455	0	248	69	30	61	73	0	378978578	72.55029621088815
20284	chr4	63165096	63251367	86271	0	149	52	12	11	44	3	379064849	72.566811620908
11785	chr2	37004649	37090770	86121	2	210	61	70	21	42	0	379150970	72.58329831546723
2499	chr10	111708989	111795079	86090	2	225	51	48	36	58	2	379237060	72.59977907549793
11790	chr2	37135469	37221271	85802	1	183	51	57	19	38	0	379322862	72.61620470184425
7334	chr15	102709054	102794774	85720	0	240	68	29	57	64	0	379408582	72.63261463040543
15486	chr23	19023475	19108465	84990	0	211	51	58	19	60	0	379493572	72.6488848103916
15043	chr22	54991164	55076071	84907	3	167	69	39	19	27	1	379578479	72.66513910115623
5177	chr13	91707295	91792179	84884	3	197	49	52	32	50	0	379663363	72.68138898888357
15193	chr22	67560174	67644916	84742	1	130	35	22	15	35	0	379748105	72.69761169264152
963	chr1	107388729	107473385	84656	0	192	58	30	23	57	0	379832761	72.71381793286871
6844	chr15	47469444	47553967	84523	0	287	78	62	38	85	0	379917284	72.72999871205415
25558	chr9	10270028	10354343	84315	0	152	40	47	17	31	0	380001599	72.74613967246755
19319	chr3	112653815	112738100	84285	0	150	43	27	12	44	1	380085884	72.76227488978881
26707	chrX	7155804	7239882	84078	1	213	53	66	21	54	0	380169962	72.77837047977444
24772	chr8	47558437	47641856	83419	0	141	33	37	25	27	3	380253381	72.79433991316972
26727	chrX	7978553	8061376	82823	1	223	66	48	31	58	0	380336204	72.81019525046818
15219	chr22	68784834	68867647	82813	2	161	48	29	27	30	0	380419017	72.82604867340258
6207	chr14	98546421	98629149	82728	1	136	38	47	18	13	0	380501745	72.84188582424262
24980	chr8	59843771	59926320	82549	0	225	57	23	33	85	0	380584294	72.85768870796633
21957	chr6	11893138	11975601	82463	1	148	38	16	20	47	5	380666757	72.8734751281593
19326	chr3	113055437	113137861	82424	2	139	30	26	13	50	0	380749181	72.8892540823325
24680	chr8	42522441	42604853	82412	1	166	45	29	34	36	0	380831593	72.90503073926885
6816	chr15	45240194	45322598	82404	0	262	64	51	38	90	0	380913997	72.92080586471397
16975	chr25	46787570	46869882	82312	3	186	57	35	29	43	3	380996309	72.93656337800991
3653	chr12	15007983	15089807	81824	0	190	48	62	27	34	1	381078133	72.95222747034063
2159	chr10	79364630	79446443	81813	1	191	50	29	24	69	0	381159946	72.96788945687092
15200	chr22	68024070	68105487	81417	0	135	41	24	10	43	0	381241363	72.98347563458518
24655	chr8	37581756	37663115	81359	0	226	73	45	29	58	1	381322722	72.99905070898798
11755	chr2	35973307	36054468	81161	5	185	58	32	15	55	0	381403883	73.01458787898277
8261	chr16	84817211	84898356	81145	1	186	43	41	22	51	6	381485028	73.0301219859951
23725	chr7	48795041	48876081	81040	0	159	60	32	34	29	0	381566068	73.045635992185
7376	chr15	104415017	104495882	80865	0	209	64	26	41	61	0	381646933	73.06111649700418
28321	chrX	151049856	151130556	80700	0	126	37	42	18	21	0	381727633	73.07656541481667
20375	chr4	76000882	76081510	80628	1	340	83	55	61	96	2	381808261	73.09200054920807
12939	chr20	22348583	22429017	80434	2	137	52	21	14	29	0	381888695	73.10739854493707
8033	chr16	51324565	51404931	80366	1	250	62	57	33	73	3	381969061	73.12278352299059
7375	chr15	104331369	104411687	80318	0	237	73	60	33	57	0	382049379	73.13815931209672
7739	chr16	29417491	29497607	80116	2	221	71	37	24	63	0	382129495	73.1534964310492
10356	chr19	4243755	4323231	79476	0	252	74	36	31	87	0	382208971	73.16871103070307
20235	chr4	57961637	58040950	79313	3	196	66	24	35	53	0	382288284	73.18389442622303
20110	chr4	49632304	49711576	79272	3	131	34	27	13	37	0	382367556	73.19906997285045
1524	chr1	173000114	173079169	79055	1	106	42	7	13	25	0	382446611	73.21420397777817
7401	chr15	105228699	105307543	78844	0	260	70	58	38	73	0	382525455	73.22929758962462
20134	chr4	51283888	51362670	78782	3	184	42	33	30	53	1	382604237	73.24437933241401
12255	chr2	68591370	68669992	78622	1	193	47	27	29	58	0	382682859	73.25943044537875
11880	chr2	41081534	41159895	78361	1	98	27	29	9	23	0	382761220	73.274431593442
16317	chr24	30785517	30863849	78332	0	159	48	39	10	33	2	382839552	73.28942718984955
8730	chr17	24724704	24802715	78011	3	154	43	29	24	33	0	382917563	73.30436133517136
24770	chr8	47410090	47487984	77894	0	145	52	29	19	23	3	382995457	73.3192730824339
19433	chr3	119956678	120034534	77856	3	349	72	62	46	116	13	383073313	73.33417755511307
11797	chr2	37356405	37434247	77842	0	158	40	40	33	33	0	383151155	73.3490793476826
23462	chr7	26803828	26881637	77809	1	200	50	35	43	40	1	383228964	73.36397482285079
20178	chr4	54625573	54703370	77797	1	188	58	26	28	60	0	383306761	73.37886800078212
5149	chr13	90450413	90527883	77470	0	312	29	0	0	0	0	383384231	73.39369857900931
9330	chr18	1991945	2069185	77240	0	254	76	44	44	68	0	383461471	73.40848512686354
21985	chr6	13491611	13568810	77199	2	214	59	37	31	75	2	383538670	73.42326382582522
6843	chr15	47364489	47441678	77189	0	211	60	40	36	59	0	383615859	73.43804061042285
1579	chr10	99361	176424	77063	0	189	57	38	22	44	0	383692922	73.45279327403355
16294	chr24	28918122	28995178	77056	1	162	50	36	19	36	0	383769978	73.46754459758944
21166	chr5	53024276	53101248	76972	1	140	38	39	14	32	5	383846950	73.48227984048738
28908	chrY	71683131	71759955	76824	0	135	25	43	31	15	0	383923774	73.4969867507975
19144	chr3	102579418	102656203	76785	0	105	34	30	7	22	0	384000559	73.51168619508786
23176	chr7	483435	560158	76723	0	242	46	42	63	71	0	384077282	73.52637377032119
15367	chr23	11663	88339	76676	1	262	62	51	58	66	0	384153958	73.54105234804351
13354	chr20	57800227	57876745	76518	3	148	54	40	18	24	1	384230476	73.55570067881396
15125	chr22	59912377	59988754	76377	3	207	53	21	56	47	8	384306853	73.57032201705145
1840	chr10	29764421	29840664	76243	0	204	59	43	18	56	0	384383096	73.58491770281078
8976	chr17	59262438	59338513	76075	1	27	1	0	1	3	0	384459171	73.59948122725422
16289	chr24	28659724	28735663	75939	1	182	50	46	24	36	0	384535110	73.61401871634669
26955	chrX	28576210	28651708	75498	0	199	64	25	26	63	3	384610608	73.62847178198496
26167	chr9	78138125	78213274	75149	0	160	39	30	27	44	4	384685757	73.64285803631819
9331	chr18	2076563	2151520	74957	0	174	45	25	23	64	6	384760714	73.65720753486183
20129	chr4	51018064	51092963	74899	3	172	45	37	27	53	0	384835613	73.67154593009401
21965	chr6	12527904	12602672	74768	1	126	35	27	12	34	1	384910381	73.68585924715727
12847	chr20	11995159	12069915	74756	0	77	29	12	13	10	6	384985137	73.70017026698368
16263	chr24	27267582	27342250	74668	2	84	16	28	6	24	0	385059805	73.71446444040653
5787	chr14	50930364	51005031	74667	7	207	64	42	23	47	1	385134472	73.72875842239296
5474	chr14	2964650	3039315	74665	0	153	40	34	22	32	1	385209137	73.7430520215066
15925	chr23	82441379	82515918	74539	2	250	65	35	52	75	0	385283676	73.7573214996333
19323	chr3	112934334	113008753	74419	1	129	33	20	16	44	0	385358095	73.77156800539152
16981	chr26	13318	87573	74255	1	257	51	38	77	61	0	385432350	73.78578311557946
23648	chr7	39278119	39352369	74250	0	335	103	35	76	88	4	385506600	73.79999726858539
16298	chr24	29336031	29410136	74105	1	180	49	51	21	34	0	385580705	73.8141836633127
14229	chr21	53116984	53190960	73976	0	136	25	34	17	33	1	385654681	73.8283453627439
20125	chr4	50777005	50850968	73963	0	128	35	38	15	24	0	385728644	73.84250457350184
17789	chr27	40290465	40364385	73920	1	162	42	36	28	35	5	385802564	73.8566555524944
27001	chrX	29911180	29985000	73820	0	189	60	32	30	48	0	385876384	73.87078738784655
12068	chr2	52473171	52546900	73729	0	123	37	30	14	25	3	385950113	73.88490180248593
26916	chrX	27198063	27271731	73668	0	230	59	38	27	88	1	386023781	73.89900453950466
19998	chr4	40302342	40376005	73663	0	199	41	23	93	23	1	386097444	73.91310631934135
25836	chr9	40567154	40640735	73581	2	237	51	45	34	74	5	386171025	73.92719240139292
24235	chr7	118904768	118978259	73491	0	225	70	34	26	62	5	386244516	73.94126125416811
20141	chr4	51545888	51619372	73484	1	185	47	34	19	57	2	386318000	73.95532876688847
20142	chr4	51643416	51716738	73322	3	167	63	15	22	48	0	386391322	73.96936526691137
26572	chr9	128177268	128250559	73291	1	312	73	55	85	75	0	386464613	73.98339583240573
12243	chr2	68039163	68112372	73209	1	122	27	41	14	23	0	386537822	73.99741070011497
8697	chr17	23279282	23352421	73139	3	115	37	28	23	19	0	386610961	74.01141216727592
17394	chr27	14321	87308	72987	0	249	47	44	68	63	2	386683948	74.02538453610343
2037	chr10	57610108	57683073	72965	1	142	40	27	18	36	4	386756913	74.03935269333006
28799	chrY	26017157	26090004	72847	0	146	53	29	17	31	0	386829760	74.053298261061
11986	chr2	45309179	45381931	72752	0	122	36	32	12	34	1	386902512	74.06722564233355
26964	chrX	28834802	28907474	72672	1	207	55	36	27	61	2	386975184	74.08113770869377
19990	chr4	40063998	40136480	72482	0	196	44	25	88	21	1	387047666	74.09501340213721
18650	chr3	40122998	40195213	72215	6	119	35	8	28	27	0	387119881	74.10883798206075
20591	chr4	92175741	92247840	72099	0	151	45	40	7	33	3	387191980	74.1226403553614
21948	chr6	11445706	11517803	72097	1	115	31	26	21	18	3	387264077	74.13644234578925
19918	chr4	34394093	34466010	71917	1	169	52	39	22	40	3	387335994	74.15020987766437
17929	chr28	9136	80929	71793	0	250	47	41	64	70	0	387407787	74.16395367142536
18949	chr3	80292921	80364539	71618	0	208	46	32	48	59	0	387479405	74.17766396381565
14423	chr21	78559444	78630937	71493	0	213	62	44	26	64	0	387550898	74.1913503266554
14439	chr21	84868447	84939922	71475	0	213	62	46	23	64	0	387622373	74.20503324363989
21372	chr5	81745500	81816912	71412	0	11	3	2	6	0	0	387693785	74.21870410013092
4428	chr12	119391753	119463131	71378	1	85	18	32	8	14	2	387765163	74.2323684477842
20607	chr4	93861961	93932946	70985	1	153	45	36	15	34	3	387836148	74.24595756093068
16976	chr25	46978758	47049731	70973	3	126	35	48	9	22	0	387907121	74.2595443768403
13753	chr20	92077674	92148640	70966	0	311	47	35	118	69	0	387978087	74.27312985269509
26206	chr9	82477140	82547981	70841	1	128	36	17	11	42	1	388048928	74.28669139899937
20832	chr5	9945326	10015976	70650	0	174	41	40	19	43	0	388119578	74.30021638095045
28947	chrY	83655668	83726187	70519	0	121	52	10	7	9	0	388190097	74.3137162847326
21469	chr5	95301129	95371515	70386	2	222	62	40	33	58	6	388260483	74.32719072747301
5432	chr13	120404442	120474810	70368	0	201	46	50	29	52	0	388330851	74.34066172435813
20238	chr4	58568957	58639290	70333	0	191	62	27	43	33	8	388401184	74.35412602096912
7303	chr15	101277834	101348096	70262	0	224	64	31	31	73	0	388471446	74.3675767255954
15635	chr23	40752263	40822253	69990	0	84	21	49	0	0	0	388541436	74.38097535951977
28777	chrX	197834745	197904682	69937	0	230	37	41	71	62	0	388611373	74.39436384731472
6920	chr15	57838845	57908736	69891	0	263	48	35	81	77	0	388681264	74.40774352903509
6775	chr15	43418298	43488095	69797	0	213	53	31	28	78	0	388751061	74.42110521573345
19185	chr3	104682113	104751864	69751	3	128	43	19	14	40	0	388820812	74.43445809635723
16321	chr24	31083373	31153066	69693	3	170	50	46	15	40	0	388890505	74.44779987366958
14398	chr21	75363012	75432407	69395	0	146	32	15	30	51	2	388959900	74.4610846029335
5726	chr14	43898081	43967023	68942	2	162	27	9	78	30	0	389028842	74.47428261150635
7408	chr15	105745326	105814004	68678	0	209	55	41	34	64	0	389097520	74.48743008086852
2589	chr10	118411089	118479719	68630	0	224	80	41	22	61	0	389166150	74.50056836128329
20835	chr5	10108151	10176312	68161	0	114	27	30	22	14	2	389234311	74.51361685802452
9536	chr18	23137662	23205802	68140	0	183	41	31	35	59	1	389302451	74.52666133460126
14569	chr22	12585712	12653838	68126	3	142	33	35	14	41	0	389370577	74.53970313106836
10357	chr19	4327077	4395122	68045	0	226	61	41	22	85	0	389438622	74.55272942118671
2253	chr10	87195112	87262930	67818	0	143	30	23	39	36	0	389506440	74.56571225524134
10153	chr18	91737241	91804767	67526	0	216	60	39	42	60	3	389573966	74.57863918986595
10208	chr18	96013566	96080907	67341	0	215	54	38	45	61	3	389641307	74.5915307087558
20208	chr4	56498089	56565209	67120	0	128	44	10	28	25	0	389708427	74.60437992020034
28926	chrY	75636306	75703359	67053	0	85	19	19	29	6	0	389775480	74.61721630540582
20376	chr4	76093428	76160443	67015	2	437	83	56	111	137	0	389842495	74.63004541602793
24700	chr8	43567226	43634195	66969	0	82	27	26	7	9	0	389909464	74.64286572057544
28831	chrY	64781428	64848275	66847	0	86	43	14	9	9	0	389976311	74.65566266988168
2184	chr10	82375440	82442261	66821	1	216	61	29	27	77	0	390043132	74.6684546418414
8734	chr17	24844795	24911582	66787	4	179	66	26	18	43	0	390109919	74.68124010496335
12944	chr20	22526349	22592922	66573	2	84	24	17	11	21	0	390176492	74.69398460069485
21057	chr5	37699164	37765722	66558	1	186	55	34	30	42	2	390243050	74.70672622488027
7322	chr15	102213339	102279758	66419	0	218	65	36	36	62	0	390309469	74.71944123940553
1518	chr1	170730471	170796883	66412	0	103	40	8	12	24	0	390375881	74.73215491387596
19188	chr3	104840700	104907048	66348	1	167	55	57	14	32	0	390442229	74.74485633641652
579	chr1	63843111	63909174	66063	0	162	30	7	16	66	14	390508292	74.7575031995819
23408	chr7	21426336	21492337	66001	1	143	82	18	1	11	1	390574293	74.77013819369024
15240	chr22	69599785	69665726	65941	2	195	57	22	26	64	4	390640234	74.78276170161433
16599	chr25	4192305	4258232	65927	0	250	57	32	60	66	1	390706161	74.79538252942876
17928	chr27	53271429	53337327	65898	0	273	47	43	75	85	0	390772059	74.80799780558746
27764	chrX	102700140	102766007	65867	1	166	48	39	21	42	0	390837926	74.82060714721766
17467	chr27	5878299	5944132	65833	0	331	80	47	76	94	3	390903759	74.8332099800101
14703	chr22	27248832	27314656	65824	2	162	54	33	16	41	2	390969583	74.8458110898749
7599	chr16	16555496	16621274	65778	0	80	0	0	0	0	0	391035361	74.85840339366511
14563	chr22	12030423	12096117	65694	1	83	21	16	10	24	0	391101055	74.87097961679738
28932	chrY	76492409	76557887	65478	0	140	30	35	33	24	0	391166533	74.88351448966637
12199	chr2	65155270	65220484	65214	3	282	87	22	27	80	0	391231747	74.89599882332466
16256	chr24	26850743	26915761	65018	3	247	60	53	38	76	0	391296765	74.90844563544773
26328	chr9	95682851	95747827	64976	1	148	38	25	29	50	1	391361741	74.92088440724186
2480	chr10	110322079	110386995	64916	2	464	90	72	104	162	1	391426657	74.93331169285172
11523	chr2	22687750	22752647	64897	5	139	37	17	16	40	0	391491554	74.9457353411699
28323	chrX	151474881	151539742	64861	2	91	23	35	14	14	0	391556415	74.95815209777754
26389	chr9	102784595	102849355	64760	2	244	62	42	26	99	0	391621175	74.97054951930836
11829	chr2	38138122	38202774	64652	0	241	65	36	25	94	0	391685827	74.98292626570753
10069	chr18	83406653	83471278	64625	0	266	230	6	2	28	0	391750452	74.9952978433238
2235	chr10	85898753	85963308	64555	0	215	75	41	20	63	0	391815007	75.00765602039178
16215	chr24	25552475	25617004	64529	3	99	28	22	17	18	0	391879536	75.02000922011325
26340	chr9	96567842	96632065	64223	1	237	59	50	18	88	5	391943759	75.03230384029506
15035	chr22	54514818	54578794	63976	2	142	41	25	25	36	0	392007735	75.04455117568504
8431	chr17	904060	967831	63771	0	196	38	25	63	44	0	392071506	75.05675926661219
7933	chr16	45773942	45837664	63722	1	85	21	21	10	17	2	392135228	75.06895797715553
23968	chr7	85595492	85658779	63287	0	138	46	21	27	34	0	392198515	75.08107341286309
24025	chr7	87602105	87665199	63094	0	135	44	20	28	33	1	392261609	75.09315190134464
23974	chr7	85795032	85858099	63067	0	128	43	23	22	30	1	392324676	75.1052252210433
21947	chr6	11366876	11429784	62908	1	150	35	33	23	35	3	392387584	75.11726810235368
17817	chr27	42740079	42802909	62830	1	167	46	28	33	43	4	392450414	75.12929605162455
331	chr1	37018786	37081602	62816	3	146	55	28	17	33	0	392513230	75.14132132078576
6778	chr15	43593227	43655972	62745	0	206	62	33	26	70	0	392575975	75.15333299796228
12028	chr2	48262458	48325155	62697	0	94	9	0	0	4	0	392638672	75.1653354861914
27668	chrX	97291044	97353730	62686	0	147	37	49	25	25	0	392701358	75.17733586862008
7447	chr16	2728948	2791616	62668	2	139	45	16	12	43	1	392764026	75.18933280519347
7374	chr15	104249867	104312443	62576	0	228	57	38	37	78	0	392826602	75.2013121296177
21374	chr5	82608899	82671361	62462	0	203	30	30	70	51	0	392889064	75.21326963029186
20109	chr4	49539595	49601936	62341	1	105	20	23	13	29	0	392951405	75.22520396716111
7308	chr15	101665770	101728045	62275	0	224	56	37	38	74	0	393013680	75.2371256692277
23979	chr7	85986700	86048751	62051	0	135	42	24	19	37	0	393075731	75.24900448953974
24048	chr7	88399173	88461120	61947	0	132	42	23	22	33	0	393137678	75.26086340046578
24031	chr7	87790035	87851954	61919	0	127	42	23	18	34	0	393199597	75.2727169511725
19919	chr4	34472967	34534692	61725	1	156	49	41	15	37	0	393261322	75.28453336321681
14567	chr22	12180453	12242024	61571	2	116	38	18	12	28	0	393322893	75.2963202940549
15494	chr23	19426262	19487825	61563	0	103	30	26	13	26	0	393384456	75.30810569340174
16299	chr24	29411290	29472813	61523	2	152	32	49	18	32	0	393445979	75.31988343529243
26582	chrX	540088	601285	61197	1	134	38	29	11	28	3	393507176	75.33159876891537
23992	chr7	86411366	86472530	61164	0	156	50	22	24	41	4	393568340	75.34330778513697
12409	chr2	123556750	123617756	61006	1	129	35	23	27	31	1	393629346	75.35498655440672
2579	chr10	117810043	117870998	60955	0	230	76	41	27	67	0	393690301	75.36665556041987
9557	chr18	25852513	25913460	60947	0	190	46	16	70	39	2	393751248	75.37832303494179
19508	chr3	125894937	125955790	60853	1	156	26	38	19	50	3	393812101	75.38997251444171
6800	chr15	44561393	44622156	60763	0	193	52	34	28	61	0	393872864	75.40160476466525
21931	chr6	7617994	7678657	60663	0	145	57	17	14	28	9	393933527	75.41321787124839
24051	chr7	88500152	88560793	60641	0	151	51	24	29	32	0	393994168	75.42482676623065
24042	chr7	88214109	88274380	60271	1	145	48	23	29	32	0	394054439	75.43636482974337
23976	chr7	85897228	85957182	59954	0	142	44	22	29	35	0	394114393	75.447842207916
26984	chrX	29229868	29289821	59953	0	174	42	30	22	54	3	394174346	75.45931939465221
10207	chr18	95953437	96013320	59883	0	121	24	21	18	46	3	394234229	75.47078318084014
24011	chr7	87035108	87094939	59831	0	130	41	20	28	33	1	394294060	75.48223701233505
26719	chrX	7529391	7589213	59822	1	91	20	25	10	28	0	394353882	75.49368912090232
18913	chr3	78114991	78174719	59728	2	156	43	41	12	41	2	394413610	75.50512323444761
10152	chr18	91677341	91736995	59654	0	114	27	19	16	41	3	394473264	75.51654318169899
19917	chr4	34307856	34367453	59597	0	123	42	29	9	25	2	394532861	75.52795221707534
22135	chr6	28947357	29006900	59543	2	123	23	24	14	45	0	394592404	75.53935091488587
23982	chr7	86087706	86147190	59484	0	149	48	23	30	34	0	394651888	75.55073831794856
7299	chr15	101170840	101230223	59383	0	169	51	31	26	51	0	394711271	75.56210638593443
18933	chr3	79103673	79163023	59350	0	92	21	17	24	21	1	394770621	75.57346813651895
24034	chr7	87892279	87951595	59316	0	145	46	21	34	34	0	394829937	75.58482337826574
20851	chr5	11589075	11648363	59288	0	127	30	28	28	25	2	394889225	75.59617325979322
28600	chrX	181764853	181824133	59280	0	152	47	40	16	32	0	394948505	75.60752160982946
11745	chr2	35450840	35509951	59111	1	107	38	26	16	18	1	395007616	75.6188376071134
19387	chr3	116958441	117017451	59010	2	210	58	34	21	78	0	395066626	75.63013426932054
20758	chr4	123466521	123525467	58946	2	80	27	25	6	13	2	395125572	75.6414186795978
27217	chrX	53366316	53425064	58748	1	208	60	42	23	61	2	395184320	75.65266518546704
6302	chr14	105482208	105540859	58651	2	131	45	13	25	31	0	395242971	75.6638931220051
24965	chr8	59107281	59165929	58648	1	189	38	19	30	75	0	395301619	75.67512048423394
19207	chr3	106306313	106364777	58464	2	169	53	36	21	44	0	395360083	75.68631262216442
28298	chrX	148783283	148841654	58371	0	110	33	32	30	10	0	395418454	75.69748695650932
23998	chr7	86614465	86672826	58361	0	145	49	25	26	34	0	395476815	75.70865937649017
24022	chr7	87495688	87553983	58295	0	140	44	23	23	35	0	395535110	75.71981916166835
12887	chr20	17873363	17931557	58194	1	471	89	60	102	191	1	395593304	75.73095961176973
23744	chr7	50268408	50326421	58013	0	154	47	15	30	48	2	395651317	75.74206541188195
23748	chr7	50605441	50663106	57665	0	146	37	18	32	47	2	395708982	75.75310459212554
23995	chr7	86512079	86569599	57520	0	145	47	22	28	35	0	395766502	75.76411601409053
24763	chr8	46883697	46941005	57308	4	113	33	28	18	17	2	395823810	75.77508685153785
11770	chr2	36558809	36616022	57213	1	77	22	32	3	14	0	395881023	75.78603950252678
19129	chr3	101839758	101896913	57155	0	169	42	30	34	51	0	395938178	75.79698105020427
28020	chrX	127161085	127218168	57083	0	123	29	27	21	26	0	395995261	75.80790881446066
10220	chr18	96656122	96713164	57042	0	123	38	17	16	38	0	396052303	75.81882872982447
10253	chr18	99857097	99914135	57038	0	116	32	15	14	39	0	396109341	75.82974787944268
23848	chr7	60133014	60190040	57026	0	184	54	30	29	52	1	396166367	75.84066473182403
24413	chr8	9432074	9489060	56986	1	241	62	22	30	109	2	396223353	75.85157392674923
7038	chr15	75155154	75211831	56677	1	233	50	43	27	87	2	396280030	75.86242396782555
24749	chr8	46119943	46176556	56613	2	97	29	23	14	14	1	396336643	75.873261756972
24028	chr7	87704221	87760510	56289	0	138	44	19	28	34	0	396392932	75.88403752072351
7348	chr15	103239483	103295716	56233	0	187	50	32	22	67	0	396449165	75.8948025640364
10125	chr18	89090869	89146987	56118	0	165	32	25	34	59	1	396505283	75.90554559216281
24045	chr7	88313688	88369655	55967	0	133	42	21	27	30	0	396561250	75.91625971339221
6910	chr15	54077589	54133458	55869	0	148	49	27	24	32	4	396617119	75.926955073854
12244	chr2	68132896	68188743	55847	1	105	20	29	12	25	0	396672966	75.93764622271489
971	chr1	107691876	107747679	55803	0	138	38	12	22	44	0	396728769	75.94832894837401
9310	chr17	103107238	103163016	55778	0	117	21	14	40	28	0	396784547	75.95900688812303
26700	chrX	6905395	6961143	55748	1	132	30	28	25	33	0	396840295	75.96967908477991
2190	chr10	82652273	82707992	55719	0	150	42	20	19	57	0	396896014	75.98034572978109
27493	chrX	76697996	76753369	55373	1	200	60	51	30	45	2	396951387	75.99094613778644
26723	chrX	7623928	7679007	55079	2	111	44	21	15	18	0	397006466	76.00149026348898
17972	chr28	2427531	2482450	54919	1	111	33	22	11	34	0	397061385	76.01200375936685
6547	chr15	16179742	16234556	54814	2	172	39	44	18	56	0	397116199	76.02249715442228
24704	chr8	43700537	43755324	54787	1	106	25	29	13	23	0	397170986	76.03298538069481
10180	chr18	94075260	94130039	54779	0	275	36	44	38	126	0	397225765	76.04347207547612
23860	chr7	66732038	66786726	54688	0	17	8	0	7	1	0	397280453	76.05394134954464
18655	chr3	40365972	40420582	54610	5	105	23	15	15	29	0	397335063	76.06439569157364
24008	chr7	86935614	86989995	54381	0	148	50	25	24	35	0	397389444	76.0748061946661
16240	chr24	26402744	26457117	54373	2	145	25	23	47	40	0	397443817	76.08521516626732
1952	chr10	46407626	46461963	54337	0	142	35	33	17	37	0	397498154	76.095617246158
11305	chr19	97637568	97691819	54251	0	233	45	41	73	53	0	397552405	76.10600286251793
14577	chr22	13128106	13182324	54218	1	176	30	48	29	43	0	397606623	76.11638216147651
28874	chrY	69638268	69692437	54169	0	40	7	15	11	7	0	397660792	76.12675208005129
26207	chr9	82548349	82602352	54003	0	151	36	28	21	46	0	397714795	76.13709022018298
16257	chr24	26917672	26971565	53893	2	193	47	47	24	48	0	397768688	76.14740730231024
26768	chrX	11792250	11846048	53798	0	77	17	25	7	18	0	397822486	76.1577061979791
22002	chr6	14126713	14180154	53441	1	107	24	23	9	34	3	397875927	76.16793675085168
17515	chr27	10392392	10445753	53361	1	166	57	14	26	53	2	397929288	76.17815198881193
18478	chr3	13715900	13769207	53307	1	154	68	10	21	41	1	397982595	76.18835688920636
26698	chrX	6838250	6891440	53190	0	73	24	17	12	12	0	398035785	76.19853939154152
2038	chr10	57710562	57763460	52898	1	122	34	25	14	29	2	398088683	76.20866599444666
330	chr1	36962164	37015040	52876	1	134	37	35	22	30	0	398141559	76.21878838575093
20557	chr4	89893425	89946234	52809	1	193	49	24	28	72	0	398194368	76.2288979508161
4435	chr12	119790958	119843753	52795	1	114	20	31	15	32	2	398247163	76.23900483577162
24771	chr8	47504502	47557230	52728	0	144	44	37	19	29	4	398299891	76.24909889448807
6296	chr14	105162974	105215539	52565	0	70	21	13	5	20	0	398352456	76.25916174907064
19812	chr4	17335344	17387860	52516	2	102	27	30	16	15	0	398404972	76.26921522326943
24765	chr8	47081099	47133578	52479	0	116	31	16	25	31	1	398457451	76.27926161432124
16696	chr25	16537444	16589800	52356	0	253	64	31	64	65	1	398509807	76.28928445869536
987	chr1	108671489	108723781	52292	0	136	33	13	21	46	0	398562099	76.29929505113961
11599	chr2	25707608	25759878	52270	0	85	26	12	17	15	0	398614369	76.30930143198297
8053	chr16	52489686	52541955	52269	2	131	34	30	36	24	0	398666638	76.31930762138992
18976	chr3	83368755	83421022	52267	1	224	54	42	27	76	2	398718905	76.32931342792408
24019	chr7	87404288	87456531	52243	0	139	48	22	20	30	4	398771148	76.33931463998452
28015	chrX	127030627	127082785	52158	0	131	32	23	22	27	0	398823306	76.34929957995062
8158	chr16	69969258	70021396	52138	2	196	40	28	31	69	1	398875444	76.35928069118864
26960	chrX	28712898	28764986	52088	0	120	51	19	7	32	2	398927532	76.36925223060645
12287	chr2	71623423	71675343	51920	0	115	47	15	15	28	1	398979452	76.37919160870837
1580	chr10	176452	228338	51886	0	161	30	20	51	47	0	399031338	76.38912447797254
8844	chr17	38131664	38183222	51558	0	69	17	26	8	7	0	399082896	76.39899455609618
11866	chr2	40000415	40051952	51537	1	218	50	41	40	62	0	399134433	76.40886061405531
12278	chr2	71149791	71201302	51511	0	118	46	14	15	32	0	399185944	76.41872169466795
3662	chr12	15693602	15744986	51384	0	147	50	29	16	37	2	399237328	76.42855846285725
19346	chr3	114093138	114144511	51373	0	76	20	15	11	16	0	399288701	76.43839312524612
19927	chr4	34726301	34777669	51368	2	125	44	26	12	21	0	399340069	76.44822683045297
