	Unnamed: 0	Chromosome	source	type	Gene Start	Gene End	score	Strand	phase	attributes	gene	Start	End	overlaps_dup
12380	554868	chr9	AUGUSTUS	gene	101161217	101414472	.	+	.	ID=gene-Aldh1a1;Name=Aldh1a1;origin=replace	ALDH1A1	101161216	101414472	True
12381	554935	chr9	Liftoff	gene	101468452	101504679	.	-	.	ID=gene-Aldh1a1-l1;Dbxref=GeneID:101580521;Name=Aldh1a1-l1;origin=rename;copy_num_ID=gene-LOC101580521_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101580521;gene_biotype=protein_coding;sequence_ID=0.992;valid_ORFs=2	ALDH1A1-L1	101468451	101504679	True
12382	554988	chr9	Liftoff	gene	101646865	101656983	.	+	.	ID=gene-LOC101580917;Dbxref=GeneID:101580917;Name=LOC101580917;origin=liftoff;copy_num_ID=gene-LOC101580917_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101580917;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC101580917	101646864	101656983	True
12383	555003	chr9	Liftoff	gene	101657850	101768055	.	+	.	ID=gene-LOC101581313;Dbxref=GeneID:101581313;Name=LOC101581313;origin=liftoff;copy_num_ID=gene-LOC101581313_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101581313;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	LOC101581313	101657849	101768055	True
12387	555138	chr9	Liftoff	gene	102796621	102845123	.	-	.	ID=gene-Tpx2-l1;Dbxref=GeneID:101592834;Name=Tpx2-l1;origin=rename;copy_num_ID=gene-LOC101592834_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101592834;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	TPX2-L1	102796620	102845123	True
12388	555163	chr9	Liftoff	gene	102810597	102810659	.	-	.	ID=gene-LOC111818333;Dbxref=GeneID:111818333;Name=LOC111818333;origin=liftoff;copy_num_ID=gene-LOC111818333_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111818333;gene_biotype=snoRNA;sequence_ID=1.0	LOC111818333	102810596	102810659	True
12500	560236	chr9	Liftoff	gene	124917798	125871513	.	+	.	ID=gene-Adamtsl1;Dbxref=GeneID:101578101;Name=Adamtsl1;origin=liftoff;copy_num_ID=gene-Adamtsl1_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Adamtsl1;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	ADAMTSL1	124917797	125871513	True
12530	561479	chr9	AUGUSTUS	gene	128199537	128200331	.	-	.	ID=gene-Exosc5-dl1;Name=Exosc5-dl1;origin=de_novo	EXOSC5-DL1	128199536	128200331	True
12531	561487	chr10	Liftoff	gene	10546	89985	.	-	.	ID=gene-Ptpn2;Dbxref=GeneID:101570136;Name=Ptpn2;origin=liftoff;copy_num_ID=gene-Ptpn2_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Ptpn2;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=3	PTPN2	10545	89985	True
12534	561639	chr10	Liftoff	gene	705282	706972	.	+	.	ID=gene-LOC101568149;Dbxref=GeneID:101568149;Name=LOC101568149;origin=liftoff;copy_num_ID=gene-LOC101568149_0;coverage=0.993;extra_copy_number=0;gbkey=Gene;gene=LOC101568149;gene_biotype=protein_coding;sequence_ID=0.991;valid_ORFs=1	LOC101568149	705281	706972	True
12544	561873	chr10	Liftoff	gene	1524178	1537957	.	-	.	ID=gene-Psmg2;Dbxref=GeneID:101570803;Name=Psmg2;origin=liftoff;copy_num_ID=gene-Psmg2_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Psmg2;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=3	PSMG2	1524177	1537957	True
12596	564723	chr10	Liftoff	gene	9086795	9126912	.	-	.	ID=gene-Ndc80;Dbxref=GeneID:101580902;Name=Ndc80;origin=liftoff;copy_num_ID=gene-Ndc80_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Ndc80;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	NDC80	9086794	9126912	True
12597	564763	chr10	Liftoff	gene	9113680	9113873	.	+	.	ID=gene-Cmc1-l1;Dbxref=GeneID:105743644;Name=Cmc1-l1;origin=rename;copy_num_ID=gene-LOC105743644_0;coverage=1.0;end_range=5970513,.;extra_copy_number=0;gbkey=Gene;gene=LOC105743644;gene_biotype=protein_coding;partial=true;sequence_ID=1.0;valid_ORFs=0	CMC1-L1	9113679	9113873	True
12760	573359	chr10	Liftoff	gene	41510566	41544224	.	-	.	ID=gene-Acaa2;Dbxref=GeneID:101568068;Name=Acaa2;origin=liftoff;copy_num_ID=gene-Acaa2_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Acaa2;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=2	ACAA2	41510565	41544224	True
12785	575107	chr10	AUGUSTUS	gene	46953924	46962367	.	+	.	ID=gene-Dynap;Name=Dynap;origin=de_novo	DYNAP	46953923	46962367	True
12786	575120	chr10	AUGUSTUS	gene	46999709	47008113	.	+	.	ID=gene-Dynap-dl1;Name=Dynap-dl1;origin=de_novo	DYNAP-DL1	46999708	47008113	True
12787	575133	chr10	Liftoff	gene	47047124	47049049	.	+	.	ID=gene-Zc3h11a-l1;Dbxref=GeneID:101576399;Name=Zc3h11a-l1;origin=rename;copy_num_ID=gene-LOC101576399_0;coverage=0.998;extra_copy_number=0;gbkey=Gene;gene=LOC101576399;gene_biotype=protein_coding;sequence_ID=0.979;valid_ORFs=1	ZC3H11A-L1	47047123	47049049	True
12817	578013	chr10	Liftoff	gene	52238758	52273514	.	-	.	ID=gene-Lman1;Dbxref=GeneID:101562709;Name=Lman1;origin=liftoff;copy_num_ID=gene-Lman1_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Lman1;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=2	LMAN1	52238757	52273514	True
12845	579519	chr10	Liftoff	gene	57632206	57639360	.	-	.	ID=gene-Serpinb3-l1;Dbxref=GeneID:101571251;Name=Serpinb3-l1;origin=rename;copy_num_ID=gene-LOC101571251_0;coverage=0.993;extra_copy_number=0;gbkey=Gene;gene=LOC101571251;gene_biotype=protein_coding;sequence_ID=0.988;valid_ORFs=0	SERPINB3-L1	57632205	57639360	True
12846	579535	chr10	Liftoff	gene	57723612	57731345	.	-	.	ID=gene-Serpinb3;Dbxref=GeneID:101570847;Name=Serpinb3;origin=liftoff;copy_num_ID=gene-Serpinb3_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Serpinb3;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=4	SERPINB3	57723611	57731345	True
12912	582101	chr10	Liftoff	gene	79434500	79435287	.	-	.	ID=gene-LOC101565902;Dbxref=GeneID:101565902;Name=LOC101565902;origin=liftoff;copy_num_ID=gene-LOC101565902_0;coverage=0.994;extra_copy_number=0;gbkey=Gene;gene=LOC101565902;gene_biotype=protein_coding;sequence_ID=0.988;valid_ORFs=0	LOC101565902	79434499	79435287	True
12914	582113	chr10	AUGUSTUS	gene	80873229	80874165	.	-	.	ID=gene-Utp23-dl1;Name=Utp23-dl1;origin=de_novo	UTP23-DL1	80873228	80874165	True
12924	582537	chr10	Liftoff	gene	82378566	82379036	.	-	.	ID=gene-LOC111813907;Dbxref=GeneID:111813907;Name=LOC111813907;origin=liftoff;copy_num_ID=gene-LOC111813907_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111813907;gene_biotype=lncRNA;sequence_ID=1.0	LOC111813907	82378565	82379036	True
12928	582616	chr10	Liftoff	gene	82642394	82648347	.	-	.	ID=gene-LOC111813912;Dbxref=GeneID:111813912;Name=LOC111813912;origin=liftoff;copy_num_ID=gene-LOC111813912_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111813912;gene_biotype=lncRNA;sequence_ID=0.999	LOC111813912	82642393	82648347	True
12947	583202	chr10	Liftoff	gene	84987615	84996367	.	+	.	ID=gene-LOC101590074;Dbxref=GeneID:101590074;Name=LOC101590074;origin=liftoff;copy_num_ID=gene-LOC101590074_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101590074;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC101590074	84987614	84996367	True
13082	588087	chr10	Liftoff	gene	110322236	110464131	.	+	.	ID=gene-Bdp1;Dbxref=GeneID:101564626;Name=Bdp1;origin=liftoff;copy_num_ID=gene-Bdp1_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=Bdp1;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=4	BDP1	110322235	110464131	True
13083	588406	chr10	Liftoff	gene	110356621	110356727	.	-	.	ID=gene-LOC111815234;Dbxref=GeneID:111815234;Name=LOC111815234;origin=liftoff;copy_num_ID=gene-LOC111815234_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111815234;gene_biotype=snRNA;sequence_ID=1.0	LOC111815234	110356620	110356727	True
13093	588673	chr10	Liftoff	gene	111702094	111717009	.	-	.	ID=gene-LOC111813264;Dbxref=GeneID:111813264;Name=LOC111813264;origin=liftoff;copy_num_ID=gene-LOC111813264_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111813264;gene_biotype=lncRNA;sequence_ID=0.998	LOC111813264	111702093	111717009	True
13094	588682	chr10	Liftoff	gene	111784121	111784597	.	+	.	ID=gene-H2bl1;Dbxref=GeneID:101580575;Name=H2bl1;origin=rename;copy_num_ID=gene-LOC101580575_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101580575;gene_biotype=protein_coding;sequence_ID=0.991;valid_ORFs=1	H2BL1	111784120	111784597	True
13136	590108	chr10	Liftoff	gene	116651872	116664214	.	-	.	ID=gene-LOC111813265;Dbxref=GeneID:111813265;Name=LOC111813265;origin=liftoff;copy_num_ID=gene-LOC111813265_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111813265;gene_biotype=lncRNA;sequence_ID=1.0	LOC111813265	116651871	116664214	True
13137	590113	chr10	AUGUSTUS	gene	122946686	122948873	.	+	.	ID=gene-Vps37a-dl1;Name=Vps37a-dl1;origin=de_novo	VPS37A-DL1	122946685	122948873	True
13267	594756	chr11	Liftoff	gene	30578522	30668599	.	-	.	ID=gene-Dpy19l4;Dbxref=GeneID:101586041;Name=Dpy19l4;origin=liftoff;copy_num_ID=gene-Dpy19l4_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Dpy19l4;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=3	DPY19L4	30578521	30668599	True
13276	595143	chr11	Liftoff	gene	30968664	31016702	.	+	.	ID=gene-Rad54b;Dbxref=GeneID:101567683;Name=Rad54b;origin=liftoff;copy_num_ID=gene-Rad54b_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=Rad54b;gene_biotype=protein_coding;partial=true;sequence_ID=0.997;start_range=.,3546222;valid_ORFs=0	RAD54B	30968663	31016702	True
13302	595954	chr11	Liftoff	gene	35465116	35517214	.	+	.	ID=gene-Nbn;Dbxref=GeneID:101576133;Name=Nbn;origin=rename;copy_num_ID=gene-LOC101576133_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101576133;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	NBN	35465115	35517214	True
13463	601561	chr11	Liftoff	gene	71067147	71111677	.	-	.	ID=gene-LOC105741340;Dbxref=GeneID:105741340;Name=LOC105741340;origin=liftoff;copy_num_ID=gene-LOC105741340_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105741340;gene_biotype=protein_coding;partial=true;sequence_ID=0.999;start_range=.,668;valid_ORFs=0	LOC105741340	71067146	71111677	True
13629	607992	chr11	Liftoff	gene	94789617	94830123	.	-	.	ID=gene-Rars;Dbxref=GeneID:101564738;Name=Rars;origin=liftoff;copy_num_ID=gene-Rars_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Rars;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=2	RARS	94789616	94830123	True
13813	616897	chr12	AUGUSTUS	gene	9004329	9005678	.	-	.	ID=gene-Krt19;Name=Krt19;origin=de_novo	KRT19	9004328	9005678	True
13917	622895	chr12	Liftoff	gene	26993782	27028995	.	-	.	ID=gene-Pgm2;Dbxref=GeneID:101564665;Name=Pgm2;origin=liftoff;copy_num_ID=gene-Pgm2_0;coverage=0.997;extra_copy_number=0;gbkey=Gene;gene=Pgm2;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=2	PGM2	26993781	27028995	True
13945	623998	chr12	Liftoff	gene	39833211	39855971	.	-	.	ID=gene-Pi4k2b;Dbxref=GeneID:101593236;Name=Pi4k2b;origin=liftoff;copy_num_ID=gene-Pi4k2b_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Pi4k2b;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	PI4K2B	39833210	39855971	True
14109	633781	chr12	AUGUSTUS	gene	61508914	61509351	.	-	.	ID=gene-Rpl26-dl1;Name=Rpl26-dl1;origin=de_novo	RPL26-DL1	61508913	61509351	True
14505	654362	chr12	Liftoff	gene	118469732	118559414	.	-	.	ID=gene-LOC101573961;Dbxref=GeneID:101573961;Name=LOC101573961;origin=liftoff;copy_num_ID=gene-LOC101573961_0;coverage=0.710;extra_copy_number=0;gbkey=Gene;gene=LOC101573961;gene_biotype=protein_coding;sequence_ID=0.709;valid_ORFs=0	LOC101573961	118469731	118559414	True
14506	654384	chr12	Liftoff	gene	118559594	118569503	.	+	.	ID=gene-Nupr1;Dbxref=GeneID:101573562;Name=Nupr1;origin=liftoff;copy_num_ID=gene-Nupr1_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Nupr1;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=1	NUPR1	118559593	118569503	True
14507	654391	chr12	Liftoff	gene	118597929	118690053	.	-	.	ID=gene-Tmprss11d;Dbxref=GeneID:101573161;Name=Tmprss11d;origin=liftoff;copy_num_ID=gene-Tmprss11d_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=Tmprss11d;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=1	TMPRSS11D	118597928	118690053	True
14514	654736	chr12	AUGUSTUS	gene	119396050	119396985	.	-	.	ID=gene-Ptms-dl1;Name=Ptms-dl1;origin=de_novo	PTMS-DL1	119396049	119396985	True
14515	654744	chr12	Liftoff	gene	119504054	119679671	.	-	.	ID=gene-Ugt2b31;Dbxref=GeneID:101591665;Name=Ugt2b31;origin=rename;copy_num_ID=gene-LOC101591665_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=LOC101591665;gene_biotype=protein_coding;sequence_ID=0.992;valid_ORFs=2	UGT2B31	119504053	119679671	True
14516	654775	chr12	Liftoff	gene	119634694	119642919	.	-	.	ID=gene-Ugt2b17-l1;Dbxref=GeneID:101592314;Name=Ugt2b17-l1;origin=rename;copy_num_ID=gene-LOC101592314_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101592314;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	UGT2B17-L1	119634693	119642919	True
14518	654792	chr12	Liftoff	gene	119749637	119749743	.	-	.	ID=gene-LOC111814578;Dbxref=GeneID:111814578;Name=LOC111814578;origin=liftoff;copy_num_ID=gene-LOC111814578_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814578;gene_biotype=snRNA;sequence_ID=1.0	LOC111814578	119749636	119749743	True
14519	654795	chr12	Liftoff	gene	119802958	119814409	.	+	.	ID=gene-Ugt2b17;Dbxref=GeneID:101589014;Name=Ugt2b17;origin=rename;copy_num_ID=gene-LOC101589014_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101589014;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	UGT2B17	119802957	119814409	True
14520	654811	chr12	Liftoff	gene	119979807	119995563	.	-	.	ID=gene-Ugt2b31-l1;Dbxref=GeneID:101591658;Name=Ugt2b31-l1;origin=rename;copy_num_ID=gene-LOC101591658_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101591658;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=2	UGT2B31-L1	119979806	119995563	True
14521	654843	chr12	Liftoff	gene	120032055	120034315	.	-	.	ID=gene-L3mbtl3-l1;Dbxref=GeneID:105741254;Name=L3mbtl3-l1;origin=rename;copy_num_ID=gene-LOC105741254_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105741254;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=0	L3MBTL3-L1	120032054	120034315	True
14522	654854	chr12	Liftoff	gene	120036165	120061264	.	-	.	ID=gene-Ugt2a3;Dbxref=GeneID:105741253;Name=Ugt2a3;origin=rename;copy_num_ID=gene-LOC105741253_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105741253;gene_biotype=protein_coding;sequence_ID=0.990;valid_ORFs=1	UGT2A3	120036164	120061264	True
14523	654865	chr12	Liftoff	gene	120269004	120290032	.	-	.	ID=gene-LOC101587430;Dbxref=GeneID:101587430;Name=LOC101587430;origin=liftoff;copy_num_ID=gene-LOC101587430_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101587430;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	LOC101587430	120269003	120290032	True
14525	654908	chr12	Liftoff	gene	120680429	120686624	.	-	.	ID=gene-Ugt2b17-l2;Dbxref=GeneID:101578263;Name=Ugt2b17-l2;origin=rename;copy_num_ID=gene-LOC101578263_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101578263;gene_biotype=protein_coding;partial=true;sequence_ID=0.998;start_range=.,458;valid_ORFs=0	UGT2B17-L2	120680428	120686624	True
14526	654917	chr12	Liftoff	gene	120763321	120768917	.	+	.	ID=gene-Sult1d1;Dbxref=GeneID:101561530;Name=Sult1d1;origin=rename;copy_num_ID=gene-LOC101561530_0;coverage=1.0;end_range=18253,.;extra_copy_number=0;gbkey=Gene;gene=LOC101561530;gene_biotype=protein_coding;partial=true;sequence_ID=1.0;start_range=.,12658;valid_ORFs=0	SULT1D1	120763320	120768917	True
14527	654925	chr12	Liftoff	gene	120778804	120779511	.	+	.	ID=gene-Sult1b1;Dbxref=GeneID:111814994;Name=Sult1b1;origin=rename;copy_num_ID=gene-LOC111814994_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814994;gene_biotype=protein_coding;partial=true;sequence_ID=0.997;start_range=.,534;valid_ORFs=0	SULT1B1	120778803	120779511	True
14528	654932	chr12	Liftoff	gene	121554293	121557478	.	-	.	ID=gene-Ugt2a3-l1;Dbxref=GeneID:101577858;Name=Ugt2a3-l1;origin=rename;copy_num_ID=gene-LOC101577858_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101577858;gene_biotype=protein_coding;partial=true;sequence_ID=1.0;start_range=.,979;valid_ORFs=0	UGT2A3-L1	121554292	121557478	True
14529	654941	chr12	Liftoff	gene	121695536	121705622	.	-	.	ID=gene-Ugt2a3-l2;Dbxref=GeneID:101587440;Name=Ugt2a3-l2;origin=rename;copy_num_ID=gene-LOC101587440_0;coverage=1.0;end_range=27018,.;extra_copy_number=0;gbkey=Gene;gene=LOC101587440;gene_biotype=protein_coding;partial=true;sequence_ID=0.998;valid_ORFs=0	UGT2A3-L2	121695535	121705622	True
14530	654953	chr12	Liftoff	gene	121768869	121769415	.	-	.	ID=gene-LOC105741369;Dbxref=GeneID:105741369;Name=LOC105741369;origin=liftoff;copy_num_ID=gene-LOC105741369_0;coverage=1.0;end_range=4084,.;extra_copy_number=0;gbkey=Gene;gene=LOC105741369;gene_biotype=protein_coding;partial=true;sequence_ID=1.0;start_range=.,3538;valid_ORFs=0	LOC105741369	121768868	121769415	True
14637	660996	chr13	Liftoff	gene	21418848	21431054	.	+	.	ID=gene-LOC111815307;Dbxref=GeneID:111815307;Name=LOC111815307;origin=liftoff;copy_num_ID=gene-LOC111815307_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111815307;gene_biotype=lncRNA;sequence_ID=1.0	LOC111815307	21418847	21431054	True
14638	661000	chr13	Liftoff	gene	21432831	21441269	.	+	.	ID=gene-Ubxn4;Dbxref=GeneID:101567423;Name=Ubxn4;origin=rename;copy_num_ID=gene-LOC101567423_0;coverage=0.743;extra_copy_number=0;gbkey=Gene;gene=LOC101567423;gene_biotype=protein_coding;sequence_ID=0.743;valid_ORFs=1	UBXN4	21432830	21441269	True
14641	661060	chr13	Liftoff	gene	21502175	21543659	.	-	.	ID=gene-Mcm6;Dbxref=GeneID:101568221;Name=Mcm6;origin=liftoff;copy_num_ID=gene-Mcm6_0;coverage=0.973;extra_copy_number=0;gbkey=Gene;gene=Mcm6;gene_biotype=protein_coding;sequence_ID=0.971;valid_ORFs=1	MCM6	21502174	21543659	True
14642	661098	chr13	Liftoff	gene	21578003	21678521	.	-	.	ID=gene-Dars;Dbxref=GeneID:101569015;Name=Dars;origin=liftoff;copy_num_ID=gene-Dars_0;coverage=0.925;extra_copy_number=0;gbkey=Gene;gene=Dars;gene_biotype=protein_coding;sequence_ID=0.925;valid_ORFs=0	DARS	21578002	21678521	True
14813	681267	chr13	Liftoff	gene	68828773	68902504	.	-	.	ID=gene-Pdcd6ip;Dbxref=GeneID:101593211;Name=Pdcd6ip;origin=liftoff;copy_num_ID=gene-Pdcd6ip_0;coverage=0.981;extra_copy_number=0;gbkey=Gene;gene=Pdcd6ip;gene_biotype=protein_coding;sequence_ID=0.981;valid_ORFs=0	PDCD6IP	68828772	68902504	True
14825	682675	chr13	Liftoff	gene	69904373	69979425	.	-	.	ID=gene-Cnot10;Dbxref=GeneID:101587449;Name=Cnot10;origin=liftoff;copy_num_ID=gene-Cnot10_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Cnot10;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	CNOT10	69904372	69979425	True
15034	690646	chr13	Liftoff	gene	91453033	91463990	.	-	.	ID=gene-Trim38-l1;Dbxref=GeneID:101570866;Name=Trim38-l1;origin=rename;copy_num_ID=gene-LOC101570866_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101570866;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	TRIM38-L1	91453032	91463990	True
15035	690666	chr13	Liftoff	gene	91547657	91579900	.	-	.	ID=gene-Trim38-l2;Dbxref=GeneID:101571662;Name=Trim38-l2;origin=rename;copy_num_ID=gene-LOC101571662_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101571662;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	TRIM38-L2	91547656	91579900	True
15036	690694	chr13	Liftoff	gene	91625813	91637895	.	-	.	ID=gene-Trim38-l3;Dbxref=GeneID:101585377;Name=Trim38-l3;origin=rename;copy_num_ID=gene-LOC101585377_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101585377;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	TRIM38-L3	91625812	91637895	True
15037	690712	chr13	Liftoff	gene	91659060	91659644	.	-	.	ID=gene-LOC111812290;Dbxref=GeneID:111812290;Name=LOC111812290;origin=liftoff;copy_num_ID=gene-LOC111812290_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111812290;gene_biotype=lncRNA;sequence_ID=0.997	LOC111812290	91659059	91659644	True
15038	690716	chr13	Liftoff	gene	91662692	91672452	.	-	.	ID=gene-Trim38-l4;Dbxref=GeneID:101586173;Name=Trim38-l4;origin=rename;copy_num_ID=gene-LOC101586173_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101586173;gene_biotype=protein_coding;sequence_ID=0.991;valid_ORFs=1	TRIM38-L4	91662691	91672452	True
15039	690731	chr13	Liftoff	gene	91705370	91717167	.	+	.	ID=gene-Trim38;Dbxref=GeneID:105743350;Name=Trim38;origin=rename;copy_num_ID=gene-LOC105743350_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105743350;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=2	TRIM38	91705369	91717167	True
15040	690766	chr13	Liftoff	gene	91725842	91737644	.	+	.	ID=gene-Trim38-l5;Dbxref=GeneID:105743351;Name=Trim38-l5;origin=rename;copy_num_ID=gene-LOC105743351_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105743351;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	TRIM38-L5	91725841	91737644	True
15041	690781	chr13	Liftoff	gene	91754781	91791872	.	+	.	ID=gene-LOC101585776;Dbxref=GeneID:101585776;Name=LOC101585776;origin=liftoff;copy_num_ID=gene-LOC101585776_0;coverage=0.998;extra_copy_number=0;gbkey=Gene;gene=LOC101585776;gene_biotype=protein_coding;sequence_ID=0.988;valid_ORFs=0	LOC101585776	91754780	91791872	True
15088	692203	chr13	Liftoff	gene	100064658	100095021	.	+	.	ID=gene-Dek;Dbxref=GeneID:101567712;Name=Dek;origin=liftoff;copy_num_ID=gene-Dek_0;coverage=0.979;extra_copy_number=0;gbkey=Gene;gene=Dek;gene_biotype=protein_coding;sequence_ID=0.979;valid_ORFs=0	DEK	100064657	100095021	True
15089	692229	chr13	Liftoff	gene	100094610	100152075	.	-	.	ID=gene-Kdm1b;Dbxref=GeneID:101586068;Name=Kdm1b;origin=liftoff;copy_num_ID=gene-Kdm1b_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=Kdm1b;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=2	KDM1B	100094609	100152075	True
15195	695618	chr13	Liftoff	gene	115089555	115457643	.	-	.	ID=gene-Serpinb9-l2;Dbxref=GeneID:101585144;Name=Serpinb9-l2;origin=rename;copy_num_ID=gene-LOC101585144_0;coverage=0.997;extra_copy_number=0;gbkey=Gene;gene=LOC101585144;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	SERPINB9-L2	115089554	115457643	True
15196	695636	chr13	Liftoff	gene	115124552	115124987	.	+	.	ID=gene-LOC111815875;Dbxref=GeneID:111815875;Name=LOC111815875;origin=liftoff;copy_num_ID=gene-LOC111815875_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111815875;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC111815875	115124551	115124987	True
15216	696283	chr13	Liftoff	gene	118013983	118014882	.	+	.	ID=gene-LOC101562812;Dbxref=GeneID:101562812;Name=LOC101562812;origin=liftoff;copy_num_ID=gene-LOC101562812_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101562812;gene_biotype=protein_coding;sequence_ID=0.984;valid_ORFs=1	LOC101562812	118013982	118014882	True
15217	696287	chr13	Liftoff	gene	118101402	118102331	.	+	.	ID=gene-Vn1r1;Dbxref=GeneID:101563211;Name=Vn1r1;origin=rename;copy_num_ID=gene-LOC101563211_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101563211;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	VN1R1	118101401	118102331	True
15318	697057	chr13	Liftoff	gene	120012740	120032153	.	+	.	ID=gene-LOC101584034;Dbxref=GeneID:101584034;Name=LOC101584034;origin=liftoff;copy_num_ID=gene-LOC101584034_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101584034;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	LOC101584034	120012739	120032153	True
