gene	tier	chrom	region_start	region_end	region_length	bases_covered	mean_depth	median_depth	sum_depth	min_depth	max_depth	std_depth	pct_zero	base_gene	num_copies	gene_length	Strand	source	is_paralog
RANBP10-L1	T2	chrX	105733248	105745129	11881	11881	17.1701876946385	18	203999.0	9	22	3.6323773915727093	0.0	RANBP10	2.0	1881.0	+	Liftoff	True
NUSAP1-L2	T2	chrX	105747196	105758983	11787	11787	10.788580639687792	10	127165.0	5	15	2.721437553890771	0.0	NUSAP1	3.0	1787.0	+	Liftoff	True
LOC101559688	T4	chrX	105827137	105838055	10918	10918	12.786041399523722	13	139598.0	7	16	1.3467441456539053	0.0	LOC101559688	1.0	918.0	-	Liftoff	False
LOC111814597	T4	chrX	106030600	106040707	10107	10107	13.210745028198279	13	133521.0	8	16	1.1152589927678658	0.0	LOC111814597	1.0	107.0	-	Liftoff	False
LOC111814598	T4	chrX	106053945	106064042	10097	10097	13.525007427948896	13	136562.0	9	17	1.9865830947230791	0.0	LOC111814598	1.0	97.0	-	Liftoff	False
LOC101576360	T3	chrX	106058744	106070510	11766	11766	12.785228624851266	13	150431.0	9	15	1.2010347660159297	0.0	LOC101576360	1.0	1766.0	+	Liftoff	False
CEBPZ-DL2	T2	chrX	106099069	106113836	14767	14767	16.55806866662152	17	244513.0	8	22	3.519412408924982	0.0	CEBPZ	3.0	4767.0	+	AUGUSTUS	True
LOC105741257	T4	chrX	106218981	106235475	16494	16494	9.014914514368861	9	148692.0	4	12	1.5507331534772937	0.0	LOC105741257	1.0	6494.0	+	Liftoff	False
LOC111814596	T4	chrX	106400620	106419090	18470	18470	18.86821873308067	19	348496.0	10	26	4.159836090099953	0.0	LOC111814596	1.0	8470.0	+	Liftoff	False
LOC101577983	T4	chrX	106447626	106457782	10156	10156	15.208152816069319	16	154454.0	7	18	2.135798442938086	0.0	LOC101577983	1.0	156.0	-	Liftoff	False
LOC101584273	T4	chrX	106542585	106553916	11331	11331	17.106257170593945	18	193831.0	8	22	2.901891603784839	0.0	LOC101584273	1.0	1331.0	+	Liftoff	False
POMP-DL2	T1	chrX	106640901	106651165	10264	10264	12.328916601714731	12	126544.0	6	17	2.6512614380407844	0.0	POMP	4.0	264.0	+	GeneMark.hmm3	True
CHIC1	T4	chrX	106656173	106749905	93732	93732	18.3416015875048	19	1719195.0	3	28	4.324252035296307	0.0	CHIC1	1.0	83732.0	+	Liftoff	False
HAT1-L1	T2	chrX	106848159	106859713	11554	11554	12.6480006924009	13	146135.0	7	19	2.3194248408119145	0.0	HAT1	2.0	1554.0	-	Liftoff	True
PABPC1L2A	T3	chrX	106893035	106905561	12526	12526	11.212358294746926	12	140446.0	6	16	3.061495520957397	0.0	PABPC1L2A	2.0	2526.0	+	Liftoff	False
PABPC1L2A-DL1	T2	chrX	107066776	107079251	12475	12475	7.995991983967936	8	99750.0	4	12	1.4428262067420292	0.0	PABPC1L2A	2.0	2475.0	-	AUGUSTUS	True
PHKA1	T3	chrX	107415927	107623944	208017	208017	19.272761360850314	19	4009062.0	7	30	3.98473581857312	0.0	PHKA1	1.0	198017.0	+	Liftoff	False
HDAC8	T3	chrX	107622514	107914292	291778	291778	17.489498865575882	17	5103051.0	4	34	5.1106029248979885	0.0	HDAC8	1.0	281778.0	+	Liftoff	False
21670at314147	BUSCO	chrX	107622731	107773048	150317	150317	20.138201267986986	20	3027114.0	7	34	4.759233034884493	0.0						
LOC111814205	T4	chrX	107638039	107652966	14927	14927	21.124874388691634	21	315331.0	16	27	2.360508279887407	0.0	LOC111814205	1.0	4927.0	-	Liftoff	False
LOC111814206	T4	chrX	107779526	107845857	66331	66331	16.262592151482714	16	1078714.0	8	23	2.602968867244415	0.0	LOC111814206	1.0	56331.0	-	Liftoff	False
TUBB4B-DL2	T2	chrX	107926092	107936989	10897	10897	14.388180233091676	14	156788.0	9	18	1.4359149232746553	0.0	TUBB4B	4.0	897.0	+	AUGUSTUS	True
CITED1	T4	chrX	107934121	107949124	15003	15003	13.244151169766047	14	198702.0	9	16	1.428205282960784	0.0	CITED1	1.0	5003.0	+	Liftoff	False
40164at314147	BUSCO	chrX	107937838	107949038	11200	11200	12.94	13	144928.0	9	15	1.4615818241109342	0.0						
LOC105741069	T4	chrX	107980121	107990415	10294	10294	16.864095589663883	16	173599.0	7	21	2.403264846914738	0.0	LOC105741069	1.0	294.0	-	Liftoff	False
RPS4X	T3	chrX	107997009	108012603	15594	15594	18.10484801846864	18	282327.0	11	21	1.3830255306502734	0.0	RPS4X	1.0	5594.0	+	Liftoff	False
ERCC6L	T3	chrX	108071812	108085479	13667	13667	19.233262603351136	18	262861.0	14	26	2.844785489178545	0.0	ERCC6L	2.0	3667.0	+	Liftoff	False
PIN4	T3	chrX	108084074	108116875	32801	32801	12.813206914423342	13	420286.0	6	19	2.193488891563671	0.0	PIN4	3.0	22801.0	-	Liftoff	False
NHSL2	T4	chrX	108160810	108246687	85877	85877	12.401725724000606	12	1065023.0	5	18	2.386269495264322	0.0	NHSL2	1.0	75877.0	-	Liftoff	False
7125at314147	BUSCO	chrX	108162742	108246296	83554	83554	12.315101610934246	12	1028976.0	5	18	2.35262911192329	0.0						
RTL5	T4	chrX	108175137	108190056	14919	14919	11.763858167437496	11	175505.0	5	17	3.1962747302459307	0.0	RTL5	1.0	4919.0	+	Liftoff	False
LOC101574903	T3	chrX	108489810	108503453	13643	13643	14.737374477754159	15	201062.0	10	19	1.7646053960038113	0.0	LOC101574903	1.0	3643.0	+	Liftoff	False
LOC111814216	T4	chrX	108540320	108550427	10107	10107	14.361135846443059	15	145148.0	7	20	4.12843971268956	0.0	LOC111814216	1.0	107.0	+	Liftoff	False
CXCR3	T4	chrX	108547017	108559834	12817	12817	8.827260669423422	9	113139.0	5	11	1.185250277247916	0.0	CXCR3	1.0	2817.0	+	Liftoff	False
31455at314147	BUSCO	chrX	108548336	108559432	11096	11096	8.765050468637346	9	97257.0	5	11	1.1668828512995468	0.0						
GCNA	T4	chrX	108553665	108578418	24753	24753	10.136872298307276	10	250918.0	4	18	2.908218264306359	0.0	GCNA	1.0	14753.0	-	Liftoff	False
OGT	T3	chrX	108608271	108682464	74193	74193	18.41951397032065	18	1366599.0	7	26	2.851543646793458	0.0	OGT	1.0	64193.0	-	Liftoff	False
3374at314147	BUSCO	chrX	108610905	108682221	71316	71316	18.634808458130014	18	1328960.0	8	26	2.676913656943538	0.0						
1476at314147	BUSCO	chrX	108726396	108827632	101236	101236	16.526097435694812	17	1673036.0	3	24	3.896458162506893	0.0						
TAF1	T3	chrX	108729738	108827888	98150	98150	16.400061130922058	17	1609666.0	3	24	3.880354269599324	0.0	TAF1	1.0	88150.0	-	Liftoff	False
LOC111814219	T4	chrX	108847903	108858006	10103	10103	6.194694645154905	6	62585.0	2	9	1.1854655954162057	0.0	LOC111814219	1.0	103.0	+	Liftoff	False
ITGB1BP2	T4	chrX	108897387	108912068	14681	14681	15.756487977658198	16	231321.0	8	19	1.526472005956506	0.0	ITGB1BP2	1.0	4681.0	-	Liftoff	False
24985at314147	BUSCO	chrX	108897550	108911973	14423	14423	15.785758857380573	16	227678.0	8	19	1.511929838288905	0.0						
NONO	T3	chrX	108903262	108936338	33076	33076	16.252479138952715	16	537567.0	7	23	2.5005655830820754	0.0	NONO	1.0	23076.0	-	Liftoff	False
SAP18-DL5	T2	chrX	108943155	108953617	10462	10462	14.633052953546168	14	153091.0	8	18	1.9030780862379812	0.0	SAP18	6.0	462.0	+	AUGUSTUS	True
ZMYM3	T4	chrX	108945936	108972798	26862	26862	11.835157471521107	11	317916.0	6	18	2.6553446824225113	0.0	ZMYM3	1.0	16862.0	+	Liftoff	False
2482at314147	BUSCO	chrX	108947383	108971427	24044	24044	11.716228580934953	11	281705.0	6	18	2.7663161228164377	0.0						
GJB1	T4	chrX	108967758	108988274	20516	20516	14.38155585884188	15	295052.0	8	19	2.3007579339061555	0.0	GJB1	1.0	10516.0	-	Liftoff	False
30020at314147	BUSCO	chrX	108970018	108980868	10850	10850	14.11336405529954	14	153130.0	8	17	1.7528531635838276	0.0						
LOC111814220	T4	chrX	109003701	109013808	10107	10107	8.85831601860097	8	89531.0	6	12	1.4781515756515684	0.0	LOC111814220	1.0	107.0	-	Liftoff	False
NLGN3	T4	chrX	109024593	109060037	35444	35444	15.697099650152353	14	556368.0	6	28	6.960603952786132	0.0	NLGN3	1.0	25444.0	-	Liftoff	False
6442at314147	BUSCO	chrX	109027083	109056026	28943	28943	15.889576063296825	15	459892.0	6	28	6.605259042607332	0.0						
MED12	T4	chrX	109050741	109084548	33807	33807	11.302156358150679	11	382092.0	5	18	2.489653644874641	0.0	MED12	1.0	23807.0	-	Liftoff	False
932at314147	BUSCO	chrX	109050827	109084380	33553	33553	11.292045420677734	11	378882.0	5	18	2.49086936883138	0.0						
IL2RG	T4	chrX	109081400	109095330	13930	13930	14.218880114860015	14	198069.0	10	18	1.5605426037821182	0.0	IL2RG	1.0	3930.0	+	Liftoff	False
26134at314147	BUSCO	chrX	109081439	109095009	13570	13570	14.151584377302873	14	192037.0	10	17	1.508247797124351	0.0						
CUNHXORF65	T4	chrX	109085413	109097674	12261	12261	15.291574912323627	15	187490.0	10	20	2.139926520725689	0.0	CUNHXORF65	1.0	2261.0	+	Liftoff	False
42155at314147	BUSCO	chrX	109085871	109127817	41946	41946	19.595932866065894	18	821971.0	10	29	5.21605958540606	0.0						
FOXO4	T4	chrX	109088392	109105893	17501	17501	18.260499400034284	17	319577.0	10	28	4.02652044303668	0.0	FOXO4	1.0	7501.0	-	Liftoff	False
18574at314147	BUSCO	chrX	109090167	109105481	15314	15314	18.663053415175657	17	285806.0	11	28	3.5148833314402195	0.0						
SNX12	T4	chrX	109131111	109154441	23330	23330	18.36176596656665	18	428380.0	13	25	1.9855963899212161	0.0	SNX12	1.0	13330.0	+	Liftoff	False
39207at314147	BUSCO	chrX	109131166	109152786	21620	21620	18.069241443108233	18	390657.0	13	22	1.7125177914181193	0.0						
LOC111814221	T4	chrX	109185327	109195434	10107	10107	19.611457405758387	20	198213.0	12	24	1.6585195122862049	0.0	LOC111814221	1.0	107.0	-	Liftoff	False
LOC111814217	T3	chrX	109359248	109369354	10106	10106	12.1109242034435	12	122393.0	7	18	1.6270233629374888	0.0	LOC111814217	1.0	106.0	-	Liftoff	False
LOC111814222	T4	chrX	109453277	109463380	10103	10103	21.59417994655053	22	218166.0	15	25	2.5058604532161235	0.0	LOC111814222	1.0	103.0	-	Liftoff	False
SLC7A3	T4	chrX	109455901	109472043	16142	16142	18.934828397968033	19	305646.0	10	24	2.539655010032427	0.0	SLC7A3	1.0	6142.0	+	Liftoff	False
16069at314147	BUSCO	chrX	109457038	109471749	14711	14711	18.932159608456256	19	278511.0	10	24	2.5569749341018575	0.0						
DLG3	T4	chrX	110153796	110225250	71454	71454	17.733352926358215	18	1267119.0	7	26	4.09165394495781	0.0	DLG3	1.0	61454.0	-	Liftoff	False
6935at314147	BUSCO	chrX	110155940	110224888	68948	68948	17.92836630504148	19	1236125.0	7	26	4.020180285372611	0.0						
GDPD2	T4	chrX	110230162	110250940	20778	20778	11.81653672153239	14	245524.0	3	18	4.832802925526114	0.0	GDPD2	1.0	10778.0	-	Liftoff	False
18848at314147	BUSCO	chrX	110230687	110248592	17905	17905	11.419771013683329	13	204471.0	3	18	4.7043682639627535	0.0						
KIF4A	T4	chrX	110243735	110397966	154231	154231	20.05299842444126	20	3092794.0	10	31	3.7397028917212873	0.0	KIF4A	2.0	144231.0	-	Liftoff	False
PDZD11	T3	chrX	110388080	110401642	13562	13562	22.736248340952663	22	308349.0	16	27	2.18053285124994	0.0	PDZD11	1.0	3562.0	+	Liftoff	False
ARR3	T4	chrX	110398363	110423322	24959	24959	19.102367883328657	19	476776.0	11	25	3.12437950125191	0.0	ARR3	1.0	14959.0	-	Liftoff	False
24254at314147	BUSCO	chrX	110398435	110422902	24467	24467	19.110107491723547	19	467567.0	11	25	3.145140751262597	0.0						
23755at314147	BUSCO	chrX	110450292	110461388	11096	11096	19.070205479452056	19	211603.0	14	23	1.569419535841096	0.0						
P2RY4	T4	chrX	110450293	110461391	11098	11098	19.0699225085601	19	211638.0	14	23	1.569032061081104	0.0	P2RY4	1.0	1098.0	+	Liftoff	False
AWAT1	T4	chrX	110474156	110489719	15563	15563	17.149714065411555	17	266901.0	11	21	2.0504020826681235	0.0	AWAT1	1.0	5563.0	-	Liftoff	False
29959at314147	BUSCO	chrX	110474158	110489686	15528	15528	17.158809891808346	17	266442.0	11	21	2.04361218758245	0.0						
DGAT2L6	T4	chrX	110529094	110568478	39384	39384	15.948126142595978	17	628101.0	7	24	3.460306466734768	0.0	DGAT2L6	1.0	29384.0	-	Liftoff	False
29145at314147	BUSCO	chrX	110529096	110545131	16035	16035	16.60829435609604	17	266314.0	7	24	3.9702094336091407	0.0						
IGBP1	T3	chrX	110570296	110607030	36734	36734	21.793488321446073	21	800562.0	10	33	5.22496937408816	0.0	IGBP1	4.0	26734.0	-	Liftoff	False
LOC111814533	T4	chrX	110621780	110631886	10106	10106	21.643380170195922	22	218728.0	13	25	1.7069241804097175	0.0	LOC111814533	1.0	106.0	-	Liftoff	False
OTUD6A	T4	chrX	110666255	110677140	10885	10885	12.261920073495636	12	133471.0	2	14	1.075140476254458	0.0	OTUD6A	1.0	885.0	-	Liftoff	False
27833at314147	BUSCO	chrX	110757861	110779026	21165	21165	16.63879045594141	16	352160.0	9	26	4.014111377442851	0.0						
AWAT2	T4	chrX	110757862	110779029	21167	21167	16.637737988378134	16	352171.0	9	26	4.0138900827494775	0.0	AWAT2	1.0	11167.0	+	Liftoff	False
EDA	T3	chrX	110771296	111234769	463473	463473	19.528602529165667	19	9050980.0	6	40	5.420471082449687	0.0	EDA	1.0	453473.0	-	Liftoff	False
37016at314147	BUSCO	chrX	110775065	110883008	107943	107943	20.501236763847587	21	2212965.0	8	35	5.842766536478478	0.0						
FAM155B	T4	chrX	111403786	111442414	38628	38628	18.667883400642022	19	721103.0	8	23	2.3337564307459204	0.0	FAM155B	1.0	28628.0	-	Liftoff	False
22194at314147	BUSCO	chrX	111406358	111443146	36788	36788	18.437370881809287	19	678274.0	8	23	2.5904361456300062	0.0						
PJA1	T4	chrX	111913498	111928048	14550	14550	22.11237113402062	23	321735.0	12	27	3.1013939133721977	0.0	PJA1	1.0	4550.0	+	Liftoff	False
18785at314147	BUSCO	chrX	111915639	111927593	11954	11954	22.662790697674417	23	270911.0	15	27	2.8917753786239113	0.0						
LOC111813581	T4	chrX	112184018	112198818	14800	14800	17.40810810810811	16	257640.0	8	29	4.366619595409618	0.0	LOC111813581	1.0	4800.0	+	Liftoff	False
EFNB1	T4	chrX	112252887	112277335	24448	24448	13.902077879581151	14	339878.0	8	18	2.1805524905610167	0.0	EFNB1	1.0	14448.0	-	Liftoff	False
28938at314147	BUSCO	chrX	112255760	112267975	12215	12215	14.332705689725747	14	175074.0	9	18	1.9866497545861028	0.0						
LOC101572112	T3	chrX	112285139	112307166	22027	22027	11.514096336314523	11	253621.0	4	18	2.925059143696792	0.0	LOC101572112	1.0	12027.0	-	Liftoff	False
STARD8	T4	chrX	112404208	112492342	88134	88134	15.491115800939479	16	1365294.0	2	25	4.738433135927765	0.0	STARD8	1.0	78134.0	-	Liftoff	False
5763at314147	BUSCO	chrX	112405459	112429115	23656	23656	10.126521812647955	11	239553.0	2	18	4.028833348388161	0.0						
YIPF6	T3	chrX	112601413	112630405	28992	28992	19.472509657836646	19	564547.0	9	28	3.5579990747252235	0.0	YIPF6	1.0	18992.0	-	Liftoff	False
34644at314147	BUSCO	chrX	112604951	112630357	25406	25406	20.201369755175943	20	513236.0	12	28	3.1107492816278297	0.0						
OPHN1	T3	chrX	112698785	113172474	473689	473689	19.62809987143463	19	9297615.0	5	34	5.1078290983398755	0.0	OPHN1	1.0	463689.0	+	Liftoff	False
8167at314147	BUSCO	chrX	112699700	113133315	433615	433615	19.254633718851977	19	8349098.0	5	34	5.0910853233142985	0.0						
LOC111813580	T4	chrX	113145196	113164984	19788	19788	25.000303214069135	25	494706.0	17	30	2.5221076093303423	0.0	LOC111813580	1.0	9788.0	-	Liftoff	False
AR	T3	chrX	113709097	113940115	231018	231018	20.84568734903774	21	4815729.0	8	33	4.4492518866963024	0.0	AR	1.0	221018.0	-	Liftoff	False
9116at314147	BUSCO	chrX	113715533	113939024	223491	223491	20.6805508946669	21	4621917.0	8	33	4.411538869041895	0.0						
LOC111813583	T4	chrX	114130923	114141084	10161	10161	25.183544926680444	26	255890.0	15	31	4.28789615210688	0.0	LOC111813583	1.0	161.0	+	Liftoff	False
LOC101569315	T3	chrX	114525267	114625081	99814	99814	19.025297052517683	19	1898991.0	8	29	3.863699996101059	0.0	LOC101569315	1.0	89814.0	-	Liftoff	False
LOC101565728	T3	chrX	115172151	115194314	22163	22163	30.818165410819834	32	683023.0	23	36	2.61768707802876	0.0	LOC101565728	1.0	12163.0	-	Liftoff	False
EDA2R	T4	chrX	115190253	115249366	59113	59113	22.20068343680747	22	1312349.0	8	33	4.977360299195133	0.0	EDA2R	1.0	49113.0	+	Liftoff	False
29877at314147	BUSCO	chrX	115208601	115245665	37064	37064	22.86250809410749	25	847376.0	8	33	5.272048920279197	0.0						
RPL7-DL7	T1	chrX	115434414	115445194	10780	10780	16.48756957328386	15	177736.0	7	26	4.789476465814201	0.0	RPL7	8.0	780.0	+	AUGUSTUS	True
LOC111813680	T4	chrX	115508259	115518366	10107	10107	25.427327594736322	24	256994.0	16	32	3.770362047753784	0.0	LOC111813680	1.0	107.0	-	Liftoff	False
LOC101574341	T4	chrX	115539188	115553658	14470	14470	24.090532135452662	24	348590.0	16	28	2.3646995438004934	0.0	LOC101574341	1.0	4470.0	-	Liftoff	False
20465at314147	BUSCO	chrX	115539190	115684581	145391	145391	22.68548947321361	22	3298266.0	10	34	4.15795005411817	0.0						
HEPH	T4	chrX	115763103	115906604	143501	143501	20.094981916502324	20	2883650.0	9	31	3.9934977189224288	0.0	HEPH	1.0	133501.0	-	Liftoff	False
3278at314147	BUSCO	chrX	115763519	115896887	133368	133368	20.24775058484794	20	2700402.0	9	31	4.068161219215938	0.0						
VSIG4	T3	chrX	116131612	116168617	37005	37005	29.564815565464126	31	1094046.0	15	37	4.537891007923193	0.0	VSIG4	1.0	27005.0	+	Liftoff	False
35222at314147	BUSCO	chrX	116131715	116168054	36339	36339	29.730454883183356	31	1080375.0	15	37	4.382370780596424	0.0						
LOC111813673	T4	chrX	116161216	116174318	13102	13102	20.533124713784154	20	269025.0	15	27	3.069180512454285	0.0	LOC111813673	1.0	3102.0	-	Liftoff	False
MSN	T3	chrX	116267946	116358465	90519	90519	22.10236524928468	22	2000684.0	9	33	4.945898135668613	0.0	MSN	2.0	80519.0	-	Liftoff	False
LAS1L	T3	chrX	116477068	116509215	32147	32147	23.86599060565527	24	767220.0	15	30	3.2552600223075467	0.0	LAS1L	1.0	22147.0	+	Liftoff	False
11993at314147	BUSCO	chrX	116477174	116507523	30349	30349	23.650103792546705	23	717757.0	15	30	3.2014396544756787	0.0						
ZC3H12B	T3	chrX	116501787	116680078	178291	178291	19.601107178713452	19	3494701.0	10	30	4.278129739936669	0.0	ZC3H12B	1.0	168291.0	-	Liftoff	False
LOC111813676	T3	chrX	116886516	117111727	225211	225211	20.992740141467333	21	4727796.0	9	32	4.071369730348081	0.0	LOC111813676	1.0	215211.0	-	Liftoff	False
ZC4H2	T3	chrX	117182991	117234109	51118	51118	21.127782777103956	21	1080010.0	11	32	3.9793554534269	0.0	ZC4H2	1.0	41118.0	+	Liftoff	False
LOC111813681	T4	chrX	117188292	117198399	10107	10107	20.933709310378944	20	211577.0	14	26	2.3555862344983503	0.0	LOC111813681	1.0	107.0	-	Liftoff	False
PFN2-L1	T1	chrX	117308395	117318857	10462	10462	19.652360925253298	20	205603.0	12	24	2.574091103495453	0.0	PFN2	2.0	462.0	-	Liftoff	True
AMER1	T4	chrX	117399204	117435632	36428	36428	18.498874492148897	19	673877.0	11	21	1.44203695101214	0.0	AMER1	1.0	26428.0	-	Liftoff	False
7457at314147	BUSCO	chrX	117403784	117417124	13340	13340	18.119565217391305	18	241715.0	11	21	1.7205063033594625	0.0						
ASB12	T4	chrX	117437285	117455678	18393	18393	19.01076496493231	19	349665.0	10	22	1.2557456388950203	0.0	ASB12	1.0	8393.0	-	Liftoff	False
27745at314147	BUSCO	chrX	117437430	117448784	11354	11354	18.668839175620928	19	211966.0	12	20	0.9473006298864719	0.0						
LOC101589901	T3	chrX	117454408	117466277	11869	11869	21.895020642008593	20	259872.0	13	29	3.8318916156528995	0.0	LOC101589901	1.0	1869.0	+	Liftoff	False
LOC101566391	T4	chrX	117608415	117618832	10417	10417	19.030047038494768	19	198236.0	15	21	1.1823960456015825	0.0	LOC101566391	1.0	417.0	-	Liftoff	False
ARHGEF9	T3	chrX	117637842	117914706	276864	276864	21.070168024734166	21	5833571.0	4	33	5.320060482441841	0.0	ARHGEF9	1.0	266864.0	+	Liftoff	False
13814at314147	BUSCO	chrX	117730227	117913818	183591	183591	19.68401501162911	20	3613808.0	4	31	4.9953026171461214	0.0						
LOC111813682	T4	chrX	117939733	117949835	10102	10102	25.19431795684023	25	254513.0	19	29	2.0815285779018105	0.0	LOC111813682	1.0	102.0	-	Liftoff	False
XRCC4-L1	T2	chrX	118021979	118033182	11203	11203	23.977863072391322	24	268624.0	14	27	1.480466103676177	0.0	XRCC4	2.0	1203.0	-	Liftoff	True
SPIN4	T4	chrX	118041443	118054852	13409	13409	29.14676709672608	29	390829.0	19	38	4.92493554350331	0.0	SPIN4	1.0	3409.0	+	Liftoff	False
34010at314147	BUSCO	chrX	118041922	118052670	10748	10748	28.243114998139188	28	303557.0	20	37	4.352231444202214	0.0						
ZXDB-DL1	T2	chrX	118238035	118251064	13029	13029	16.003146826310537	16	208505.0	9	19	1.7329782675082677	0.0	ZXDB	2.0	3029.0	+	AUGUSTUS	True
ZXDB	T3	chrX	118325782	118380234	54452	54452	24.510192463086756	25	1334629.0	13	31	4.0793598158825635	0.0	ZXDB	2.0	44452.0	-	Liftoff	False
FAAH2	T3	chrX	118502754	118789827	287073	287073	22.71065199444044	23	6519615.0	6	34	5.3791257863516035	0.0	FAAH2	1.0	277073.0	+	Liftoff	False
LOC101585689	T3	chrX	118882235	118892662	10427	10427	24.547041334995683	24	255952.0	16	27	1.2669745596811322	0.0	LOC101585689	1.0	427.0	+	Liftoff	False
LOC101585019	T3	chrX	118899459	118911903	12444	12444	14.936595949855352	15	185871.0	7	20	2.1950269287576787	0.0	LOC101585019	1.0	2444.0	+	Liftoff	False
TSTD3-L1	T1	chrX	118993254	119003653	10399	10399	27.484085008173864	28	285807.0	20	32	1.8527149678451387	0.0	TSTD3	4.0	399.0	+	Liftoff	True
LOC111813674	T4	chrX	119017202	119035341	18139	18139	26.999889740338496	27	489751.0	18	34	2.9171064230924815	0.0	LOC111813674	1.0	8139.0	-	Liftoff	False
UBQLN2	T4	chrX	119021820	119035320	13500	13500	25.900222222222222	26	349653.0	18	30	2.3032762387735315	0.0	UBQLN2	1.0	3500.0	-	Liftoff	False
22588at314147	BUSCO	chrX	119023197	119035073	11876	11876	25.638093634220276	26	304478.0	18	30	2.260459511043653	0.0						
KLF8	T3	chrX	126195593	126446377	250784	250784	23.66017768278678	24	5933594.0	9	35	4.128994822693646	0.0	KLF8	1.0	240784.0	-	Liftoff	False
30105at314147	BUSCO	chrX	126197274	126353168	155894	155894	24.14665734409278	25	3764319.0	9	33	4.135229031088418	0.0						
LOC111814570	T4	chrX	126247828	126257932	10104	10104	23.364113222486143	23	236071.0	15	28	2.2738884822302423	0.0	LOC111814570	1.0	104.0	+	Liftoff	False
LOC111814569	T4	chrX	126423869	126433976	10107	10107	26.050559018502028	26	263293.0	18	31	2.2510216525867066	0.0	LOC111814569	1.0	107.0	+	Liftoff	False
RRAGB	T3	chrX	126616681	126672640	55959	55959	25.31421219106846	26	1416558.0	16	31	2.1507301845529585	0.0	RRAGB	1.0	45959.0	-	Liftoff	False
FAM104B	T4	chrX	126791564	126802958	11394	11394	17.18360540635422	17	195790.0	13	21	1.577551664720629	0.0	FAM104B	1.0	1394.0	-	Liftoff	False
ALAS2	T4	chrX	126853223	126885120	31897	31897	21.342853559895914	21	680773.0	13	26	2.1010207724644787	0.0	ALAS2	1.0	21897.0	+	Liftoff	False
11138at314147	BUSCO	chrX	126858472	126885018	26546	26546	21.303247193550817	21	565516.0	15	26	2.249227498182192	0.0						
APEX2	T3	chrX	126878545	126904728	26183	26183	22.05312607417026	22	577417.0	15	27	2.292340662405339	0.0	APEX2	1.0	16183.0	-	Liftoff	False
PFKFB1	T3	chrX	126896517	126983302	86785	86785	22.58299245261278	22	1959865.0	11	36	5.436048133569142	0.0	PFKFB1	1.0	76785.0	+	Liftoff	False
TRO	T3	chrX	126971243	126993883	22640	22640	27.17897526501767	26	615332.0	17	36	4.766049657589679	0.0	TRO	1.0	12640.0	-	Liftoff	False
10488at314147	BUSCO	chrX	126972790	126992460	19670	19670	27.198576512455517	26	534996.0	19	36	4.445480389034532	0.0						
LOC111814571	T3	chrX	126977195	126987324	10129	10129	26.10435383552177	27	264411.0	19	32	3.166032730976364	0.0	LOC111814571	1.0	129.0	-	Liftoff	False
MAGED2	T3	chrX	127082573	127102195	19622	19622	21.994292121088574	21	431572.0	15	28	2.683632545005004	0.0	MAGED2	1.0	9622.0	-	Liftoff	False
22063at314147	BUSCO	chrX	127083994	127100626	16632	16632	22.04016354016354	22	366572.0	16	28	2.7204308100737333	0.0						
LOC111814821	T3	chrX	127085108	127095237	10129	10129	20.55425017277125	20	208194.0	16	24	1.7480350033100371	0.0	LOC111814821	1.0	129.0	-	Liftoff	False
ATXN7L3B	T3	chrX	127283573	127293851	10278	10278	16.440163455925276	17	168972.0	13	19	0.8649124847547988	0.0	ATXN7L3B	3.0	278.0	+	Liftoff	False
GNL3L	T3	chrX	127378557	127437786	59229	59229	19.002633844907056	19	1125507.0	8	25	3.184616415471543	0.0	GNL3L	1.0	49229.0	-	Liftoff	False
FGD1	T3	chrX	127483326	127540896	57570	57570	18.51693590411673	18	1066020.0	9	33	4.233673106305255	0.0	FGD1	1.0	47570.0	+	Liftoff	False
6306at314147	BUSCO	chrX	127484041	127539027	54986	54986	18.524842687229476	18	1018607.0	9	33	4.322743595239035	0.0						
TSR2	T3	chrX	127528749	127544052	15303	15303	17.332418480036594	17	265238.0	9	23	2.1421725652914376	0.0	TSR2	1.0	5303.0	-	Liftoff	False
UBE2N-L1	T2	chrX	127601168	127611687	10519	10519	19.97461735906455	20	210113.0	13	25	2.3542245259596983	0.0	UBE2N	3.0	519.0	+	Liftoff	True
LOC111814431	T4	chrX	127617551	127627654	10103	10103	19.6898940908641	19	198927.0	12	25	3.1205201592373006	0.0	LOC111814431	1.0	103.0	-	Liftoff	False
WNK3	T3	chrX	127628782	127891308	262526	262526	21.04291384472395	20	5524312.0	8	33	4.876582029119081	0.0	WNK3	1.0	252526.0	+	Liftoff	False
LOC111814432	T4	chrX	127655840	127665945	10105	10105	17.188322612568037	17	173688.0	11	21	1.5378652080555455	0.0	LOC111814432	1.0	105.0	-	Liftoff	False
1534at314147	BUSCO	chrX	127661935	127890326	228391	228391	21.14563621158452	20	4829473.0	8	33	5.046084042481035	0.0						
LOC111814428	T4	chrX	127831893	127842817	10924	10924	13.84053460270963	14	151194.0	10	19	1.8073199163199638	0.0	LOC111814428	1.0	924.0	-	Liftoff	False
FAM120C	T3	chrX	127905766	128261826	356060	356060	21.790529686007975	21	7758736.0	5	37	6.523272013096049	0.0	FAM120C	1.0	346060.0	+	Liftoff	False
