gene	base_gene	Chromosome	gene_start_bed	gene_end_bed	region_start	region_end	region_length	gene_length	tier	is_paralog	num_copies	overlaps_dup	Strand	source
CDO1	CDO1	chr11	77955879	77967840	77950879	77972840	21961	11961	T3	False	1	True	+	Liftoff
TMED7	TMED7	chr11	78190608	78202956	78185608	78207956	22348	12348	T4	False	1	False	+	Liftoff
LOC111812437	LOC111812437	chr11	78202281	78204924	78197281	78209924	12643	2643	T4	False	1	False	-	Liftoff
TICAM2	TICAM2	chr11	78211448	78228396	78206448	78233396	26948	16948	T3	False	1	True	+	Liftoff
FEM1C	FEM1C	chr11	78261038	78286445	78256038	78291445	35407	25407	T4	False	1	False	+	Liftoff
CCDC112	CCDC112	chr11	78541856	78567127	78536856	78572127	35271	25271	T3	False	1	True	+	Liftoff
LOC111812442	LOC111812442	chr11	78563521	78569299	78558521	78574299	15778	5778	T3	False	1	True	-	Liftoff
PGGT1B	PGGT1B	chr11	78569336	78634077	78564336	78639077	74741	64741	T4	False	1	False	+	Liftoff
TRIM36	TRIM36	chr11	78712138	78756299	78707138	78761299	54161	44161	T4	False	1	False	+	Liftoff
RPL10-DL1	RPL10	chr11	78851147	78851705	78846147	78856705	10558	558	T2	True	7	True	-	AUGUSTUS
LOC111812451	LOC111812451	chr11	79053534	79053641	79048534	79058641	10107	107	T4	False	1	False	-	Liftoff
KCNN2	KCNN2	chr11	79453812	79609422	79448812	79614422	165610	155610	T4	False	1	False	-	Liftoff
YTHDC2	YTHDC2	chr11	80755253	80850479	80750253	80855479	105226	95226	T3	False	1	True	-	Liftoff
MCC	MCC	chr11	80850300	81424122	80845300	81429122	583822	573822	T3	False	1	True	+	Liftoff
LOC111817099	LOC111817099	chr11	81168739	81168870	81163739	81173870	10131	131	T4	False	1	False	+	Liftoff
DCP2-DL1	DCP2	chr11	81432977	81490983	81427977	81495983	68006	58006	T1	True	2	False	-	AUGUSTUS
MYOT	MYOT	chr11	81526901	81567647	81521901	81572647	50746	40746	T4	False	1	False	-	Liftoff
LOC101589266	LOC101589266	chr11	81621327	81622668	81616327	81627668	11341	1341	T3	False	1	True	+	Liftoff
LOC101589660	LOC101589660	chr11	81651117	81652050	81646117	81657050	10933	933	T3	False	1	True	+	Liftoff
HNRNPA0	HNRNPA0	chr11	81684274	81688116	81679274	81693116	13842	3842	T4	False	1	False	+	Liftoff
KLHL3	KLHL3	chr11	81711830	81825014	81706830	81830014	123184	113184	T4	False	1	False	+	Liftoff
LOC111817096	LOC111817096	chr11	81727489	81727593	81722489	81732593	10104	104	T4	False	1	False	-	Liftoff
SPOCK1	SPOCK1	chr11	82012470	82580847	82007470	82585847	578377	568377	T3	False	1	True	+	Liftoff
LOC111817083	LOC111817083	chr11	82511484	82512821	82506484	82517821	11337	1337	T4	False	1	False	-	Liftoff
LOC111817072	LOC111817072	chr11	82627733	82652435	82622733	82657435	34702	24702	T4	False	1	False	-	Liftoff
TRPC7	TRPC7	chr11	83309258	83500589	83304258	83505589	201331	191331	T3	False	1	True	+	Liftoff
SMIM32	SMIM32	chr11	83520361	83524018	83515361	83529018	13657	3657	T4	False	1	False	+	AUGUSTUS
SMAD5	SMAD5	chr11	83532840	83581538	83527840	83586538	58698	48698	T4	False	1	False	-	Liftoff
TGFBI	TGFBI	chr11	83636330	83669367	83631330	83674367	43037	33037	T4	False	1	False	-	Liftoff
LECT2	LECT2	chr11	83739199	83747384	83734199	83752384	18185	8185	T4	False	1	False	+	Liftoff
FBXL21	FBXL21	chr11	83752735	83775967	83747735	83780967	33232	23232	T4	False	1	False	-	Liftoff
IL9	IL9	chr11	83832026	83834617	83827026	83839617	12591	2591	T4	False	1	False	+	Liftoff
SLC25A48	SLC25A48	chr11	83845093	83885607	83840093	83890607	50514	40514	T4	False	1	False	-	Liftoff
CXCL14	CXCL14	chr11	84075689	84083455	84070689	84088455	17766	7766	T4	False	1	False	+	Liftoff
NEUROG1	NEUROG1	chr11	84122518	84123244	84117518	84128244	10726	726	T4	False	1	False	+	Liftoff
TIFAB	TIFAB	chr11	84219977	84220397	84214977	84225397	10420	420	T4	False	1	False	+	Liftoff
LOC101564704	LOC101564704	chr11	84267553	84332792	84262553	84337792	75239	65239	T4	False	1	False	+	Liftoff
PITX1	PITX1	chr11	84726653	84732348	84721653	84737348	15695	5695	T4	False	1	False	+	Liftoff
CATSPER3	CATSPER3	chr11	84748570	84757715	84743570	84762715	19145	9145	T4	False	1	False	-	Liftoff
PCBD2	PCBD2	chr11	84802048	84850956	84797048	84855956	58908	48908	T4	False	1	False	-	Liftoff
TXNDC15	TXNDC15	chr11	84857492	84880166	84852492	84885166	32674	22674	T4	False	1	False	-	Liftoff
CUNH5ORF24	CUNH5ORF24	chr11	84897523	84908831	84892523	84913831	21308	11308	T4	False	1	False	-	Liftoff
DDX46	DDX46	chr11	84920421	84985474	84915421	84990474	75053	65053	T3	False	1	True	-	Liftoff
CAMLG	CAMLG	chr11	84989608	84998802	84984608	85003802	19194	9194	T4	False	1	False	-	Liftoff
B4GALT7	B4GALT7	chr11	85134563	85144843	85129563	85149843	20280	10280	T3	False	1	True	-	Liftoff
LOC111817084	LOC111817084	chr11	85144846	85146375	85139846	85151375	11529	1529	T4	False	1	False	+	Liftoff
TMED9	TMED9	chr11	85147045	85152419	85142045	85157419	15374	5374	T4	False	1	False	-	Liftoff
FAM193B	FAM193B	chr11	85190260	85223629	85185260	85228629	43369	33369	T4	False	1	False	+	Liftoff
DDX41	DDX41	chr11	85229507	85234802	85224507	85239802	15295	5295	T4	False	1	False	+	Liftoff
DOK3	DOK3	chr11	85237183	85242300	85232183	85247300	15117	5117	T4	False	1	False	+	Liftoff
PDLIM7	PDLIM7	chr11	85251139	85265038	85246139	85270038	23899	13899	T4	False	1	False	+	Liftoff
DBN1	DBN1	chr11	85273652	85289208	85268652	85294208	25556	15556	T4	False	1	False	+	Liftoff
PRR7	PRR7	chr11	85288586	85299267	85283586	85304267	20681	10681	T4	False	1	False	-	Liftoff
GRK6	GRK6	chr11	85300487	85318844	85295487	85323844	28357	18357	T3	False	1	True	-	Liftoff
LOC111816040	LOC111816040	chr11	85323515	85323622	85318515	85328622	10107	107	T4	False	1	False	+	Liftoff
F12	F12	chr11	85333596	85342172	85328596	85347172	18576	8576	T4	False	1	False	+	Liftoff
PFN3	PFN3	chr11	85343864	85344278	85338864	85349278	10414	414	T4	False	1	False	+	Liftoff
SLC34A1	SLC34A1	chr11	85345672	85360066	85340672	85365066	24394	14394	T4	False	1	False	-	Liftoff
RGS14	RGS14	chr11	85366681	85380747	85361681	85385747	24066	14066	T4	False	1	False	-	Liftoff
LMAN2	LMAN2	chr11	85384327	85400426	85379327	85405426	26099	16099	T3	False	1	True	+	Liftoff
MXD3	MXD3	chr11	85421130	85426438	85416130	85431438	15308	5308	T3	False	1	True	+	Liftoff
PRELID1	PRELID1	chr11	85425753	85429618	85420753	85434618	13865	3865	T3	False	4	True	-	Liftoff
RAB24	RAB24	chr11	85429698	85433910	85424698	85438910	14212	4212	T3	False	1	True	+	Liftoff
NSD1	NSD1	chr11	85435851	85599179	85430851	85604179	173328	163328	T3	False	1	True	-	Liftoff
RPS13-DL2	RPS13	chr11	85629384	85631888	85624384	85636888	12504	2504	T2	True	11	True	+	gmst
FGFR4	FGFR4	chr11	85637013	85651578	85632013	85656578	24565	14565	T4	False	1	False	-	Liftoff
ZNF346	ZNF346	chr11	85679402	85728849	85674402	85733849	59447	49447	T3	False	1	True	-	Liftoff
LOC111817089	LOC111817089	chr11	85724716	85724907	85719716	85729907	10191	191	T4	False	1	False	-	Liftoff
UIMC1	UIMC1	chr11	85780645	85935741	85775645	85940741	165096	155096	T3	False	1	True	+	Liftoff
HK3	HK3	chr11	85941541	85959370	85936541	85964370	27829	17829	T4	False	1	False	+	Liftoff
UNC5A	UNC5A	chr11	85957945	86020527	85952945	86025527	72582	62582	T4	False	1	False	-	Liftoff
TSPAN17	TSPAN17	chr11	86174087	86184515	86169087	86189515	20428	10428	T3	False	1	True	-	Liftoff
EIF4E1B	EIF4E1B	chr11	86184559	86188481	86179559	86193481	13922	3922	T4	False	1	False	-	Liftoff
SNCB	SNCB	chr11	86206089	86215118	86201089	86220118	19029	9029	T4	False	1	False	+	Liftoff
GPRIN1	GPRIN1	chr11	86225973	86240597	86220973	86245597	24624	14624	T4	False	1	False	+	Liftoff
CDHR2	CDHR2	chr11	86237823	86277639	86232823	86282639	49816	39816	T4	False	1	False	-	Liftoff
RNF44	RNF44	chr11	86285607	86303679	86280607	86308679	28072	18072	T4	False	1	False	+	Liftoff
LOC111817102	LOC111817102	chr11	86307947	86308052	86302947	86313052	10105	105	T4	False	1	False	-	Liftoff
FAF2	FAF2	chr11	86318740	86382326	86313740	86387326	73586	63586	T3	False	1	True	-	Liftoff
CLTB	CLTB	chr11	86405010	86430560	86400010	86435560	35550	25550	T4	False	1	False	+	Liftoff
HIGD2A	HIGD2A	chr11	86430727	86433279	86425727	86438279	12552	2552	T3	False	1	True	-	Liftoff
NOP16	NOP16	chr11	86433406	86439779	86428406	86444779	16373	6373	T3	False	1	True	+	Liftoff
ARL10	ARL10	chr11	86437150	86454024	86432150	86459024	26874	16874	T3	False	1	True	-	Liftoff
KIAA1191	KIAA1191	chr11	86472268	86490069	86467268	86495069	27801	17801	T3	False	1	True	+	Liftoff
SIMC1	SIMC1	chr11	86488842	86560129	86483842	86565129	81287	71287	T3	False	1	True	-	Liftoff
LOC111817106	LOC111817106	chr11	86622332	86622495	86617332	86627495	10163	163	T4	False	1	False	+	Liftoff
S100A11-DL1	S100A11	chr11	86665813	86666253	86660813	86671253	10440	440	T2	True	5	True	-	AUGUSTUS
THOC3	THOC3	chr11	86683261	86695525	86678261	86700525	22264	12264	T3	False	1	True	+	Liftoff
LOC111817104	LOC111817104	chr11	86688545	86688647	86683545	86693647	10102	102	T3	False	1	True	+	Liftoff
CPLX2	CPLX2	chr11	86786904	86796273	86781904	86801273	19369	9369	T4	False	1	False	-	Liftoff
HRH2	HRH2	chr11	86953168	87000059	86948168	87005059	56891	46891	T3	False	1	True	-	Liftoff
SFXN1	SFXN1	chr11	87166845	87219779	87161845	87224779	62934	52934	T4	False	1	False	-	Liftoff
TANK-L1	TANK	chr11	87228697	87229674	87223697	87234674	10977	977	T2	True	3	True	-	Liftoff
DRD1	DRD1	chr11	87255372	87258447	87250372	87263447	13075	3075	T4	False	1	False	+	Liftoff
MSX2	MSX2	chr11	88178212	88183208	88173212	88188208	14996	4996	T4	False	1	False	-	Liftoff
LOC101576321	LOC101576321	chr11	88216716	88217086	88211716	88222086	10370	370	T4	False	1	False	-	Liftoff
NSG2	NSG2	chr11	88929251	89003312	88924251	89008312	84061	74061	T4	False	1	False	-	Liftoff
CUNH5ORF47	CUNH5ORF47	chr11	89037484	89055524	89032484	89060524	28040	18040	T4	False	1	False	-	Liftoff
CPEB4	CPEB4	chr11	89076176	89147821	89071176	89152821	81645	71645	T4	False	1	False	-	Liftoff
LOC111813684	LOC111813684	chr11	89389964	89399296	89384964	89404296	19332	9332	T4	False	1	False	+	Liftoff
LOC111813683	LOC111813683	chr11	89399296	89402544	89394296	89407544	13248	3248	T4	False	1	False	+	Liftoff
BOD1	BOD1	chr11	89450818	89459815	89445818	89464815	18997	8997	T3	False	2	True	+	Liftoff
LOC111813687	LOC111813687	chr11	89526120	89526227	89521120	89531227	10107	107	T4	False	1	False	+	Liftoff
SRSF10	SRSF10	chr11	89812482	89815016	89807482	89820016	12534	2534	T3	False	1	True	+	Liftoff
LOC111813686	LOC111813686	chr11	89817017	89827078	89812017	89832078	20061	10061	T3	False	1	True	-	Liftoff
STC2	STC2	chr11	89826025	89838965	89821025	89843965	22940	12940	T4	False	1	False	+	Liftoff
LOC101590044	LOC101590044	chr11	89921794	89922293	89916794	89927293	10499	499	T4	False	1	False	-	Liftoff
NKX2-5	NKX2-5	chr11	89954002	89957784	89949002	89962784	13782	3782	T4	False	1	False	+	Liftoff
BNIP1	BNIP1	chr11	90017406	90034290	90012406	90039290	26884	16884	T4	False	1	False	-	Liftoff
CREBRF	CREBRF	chr11	90044543	90114686	90039543	90119686	80143	70143	T4	False	1	False	-	Liftoff
ATP6V0E1	ATP6V0E1	chr11	90128292	90165320	90123292	90170320	47028	37028	T4	False	1	False	-	Liftoff
RPL26L1	RPL26L1	chr11	90176228	90185907	90171228	90190907	19679	9679	T4	False	1	False	-	Liftoff
ERGIC1	ERGIC1	chr11	90193273	90300810	90188273	90305810	117537	107537	T4	False	1	False	-	Liftoff
LOC111813685	LOC111813685	chr11	90300926	90303562	90295926	90308562	12636	2636	T4	False	1	False	+	Liftoff
DUSP1	DUSP1	chr11	90360963	90365630	90355963	90370630	14667	4667	T4	False	1	False	+	Liftoff
NEURL1B	NEURL1B	chr11	90448113	90487498	90443113	90492498	49385	39385	T4	False	1	False	-	Liftoff
UQCRFS1-DL1	UQCRFS1	chr11	90651049	90652147	90646049	90657147	11098	1098	T2	True	2	True	+	AUGUSTUS
SH3PXD2B	SH3PXD2B	chr11	90701078	90783030	90696078	90788030	91952	81952	T4	False	1	False	+	Liftoff
UBTD2	UBTD2	chr11	90819027	90888829	90814027	90893829	79802	69802	T3	False	1	True	+	Liftoff
EFCAB9	EFCAB9	chr11	90896162	90903370	90891162	90908370	17208	7208	T3	False	1	True	-	Liftoff
STK10	STK10	chr11	90916959	91039218	90911959	91044218	132259	122259	T4	False	1	False	+	Liftoff
FBXW11	FBXW11	chr11	91079676	91237904	91074676	91242904	168228	158228	T3	False	1	True	+	Liftoff
SMIM23	SMIM23	chr11	91330871	91336681	91325871	91341681	15810	5810	T4	False	1	False	-	Liftoff
FGF18	FGF18	chr11	91760872	91794913	91755872	91799913	44041	34041	T4	False	1	False	-	Liftoff
NPM1	NPM1	chr11	91800899	91812384	91795899	91817384	21485	11485	T3	False	3	True	-	Liftoff
LOC111818275	LOC111818275	chr11	91900444	91900710	91895444	91905710	10266	266	T4	False	1	False	-	Liftoff
TLX3	TLX3	chr11	91941837	91944603	91936837	91949603	12766	2766	T4	False	1	False	-	Liftoff
RANBP17	RANBP17	chr11	91952748	92344644	91947748	92349644	401896	391896	T3	False	1	True	-	Liftoff
LOC111818278	LOC111818278	chr11	92078462	92078569	92073462	92083569	10107	107	T4	False	1	False	-	Liftoff
LOC111818283	LOC111818283	chr11	92175745	92175852	92170745	92180852	10107	107	T4	False	1	False	+	Liftoff
GABRP	GABRP	chr11	92401849	92429571	92396849	92434571	37722	27722	T4	False	1	False	-	Liftoff
KCNIP1	KCNIP1	chr11	92477513	92857969	92472513	92862969	390456	380456	T3	False	1	True	-	Liftoff
KCNMB1	KCNMB1	chr11	92825799	92836936	92820799	92841936	21137	11137	T4	False	1	False	+	Liftoff
LCP2	LCP2	chr11	92906340	92953118	92901340	92958118	56778	46778	T4	False	1	False	+	Liftoff
CUNH5ORF58	CUNH5ORF58	chr11	92955854	92962120	92950854	92967120	16266	6266	T4	False	1	False	-	Liftoff
FOXI1	FOXI1	chr11	93085054	93089825	93080054	93094825	14771	4771	T4	False	1	False	-	Liftoff
DOCK2	DOCK2	chr11	93110092	93572593	93105092	93577593	472501	462501	T4	False	1	False	-	Liftoff
FAM196B	FAM196B	chr11	93316907	93338836	93311907	93343836	31929	21929	T4	False	1	False	+	Liftoff
SPDL1	SPDL1	chr11	93577235	93615686	93572235	93620686	48451	38451	T3	False	2	True	-	Liftoff
NIFK-DL1	NIFK	chr11	93677803	93678822	93672803	93683822	11019	1019	T2	True	5	True	-	gmst
SLIT3	SLIT3	chr11	93995451	94632403	93990451	94637403	646952	636952	T4	False	1	False	+	Liftoff
PANK3	PANK3	chr11	94709089	94732557	94704089	94737557	33468	23468	T3	False	1	True	+	Liftoff
FBLL1	FBLL1	chr11	94750274	94751884	94745274	94756884	11610	1610	T4	False	1	False	-	Liftoff
LOC111818272	LOC111818272	chr11	94776945	94778568	94771945	94783568	11623	1623	T4	False	1	False	-	Liftoff
RARS	RARS	chr11	94789616	94830123	94784616	94835123	50507	40507	T3	False	1	True	-	Liftoff
WWC1	WWC1	chr11	94837174	95006929	94832174	95011929	179755	169755	T4	False	1	False	-	Liftoff
TENM2	TENM2	chr11	95026304	95957794	95021304	95962794	941490	931490	T3	False	1	True	-	Liftoff
SRP14-L1	SRP14	chr11	97470614	97472272	97465614	97477272	11658	1658	T1	True	10	False	-	Liftoff
LOC111818267	LOC111818267	chr11	99286668	99286971	99281668	99291971	10303	303	T4	False	1	False	+	Liftoff
LOC111818280	LOC111818280	chr11	99509227	99509333	99504227	99514333	10106	106	T4	False	1	False	+	Liftoff
MAT2B	MAT2B	chr11	100039395	100051118	100034395	100056118	21723	11723	T3	False	1	True	-	Liftoff
HMMR	HMMR	chr11	100067370	100107377	100062370	100112377	50007	40007	T3	False	1	True	-	Liftoff
NUDCD2	NUDCD2	chr11	100107954	100112573	100102954	100117573	14619	4619	T3	False	2	True	+	Liftoff
CCNG1	CCNG1	chr11	100108724	100128079	100103724	100133079	29355	19355	T3	False	1	True	-	Liftoff
GABRG2	GABRG2	chr11	101412346	101508195	101407346	101513195	105849	95849	T4	False	1	False	-	Liftoff
GABRA1	GABRA1	chr11	101634699	101689890	101629699	101694890	65191	55191	T4	False	1	False	-	Liftoff
GABRA6	GABRA6	chr11	101833979	101850502	101828979	101855502	26523	16523	T4	False	1	False	-	Liftoff
GABRB2	GABRB2	chr11	101989577	102227031	101984577	102232031	247454	237454	T4	False	1	False	+	Liftoff
LOC101593160	LOC101593160	chr11	102470875	102473063	102465875	102478063	12188	2188	T3	False	1	True	-	Liftoff
ATP10B	ATP10B	chr11	102752085	102960465	102747085	102965465	218380	208380	T3	False	1	True	+	Liftoff
PTTG1	PTTG1	chr11	103198195	103205331	103193195	103210331	17136	7136	T3	False	1	True	-	Liftoff
SLU7	SLU7	chr11	103213412	103233799	103208412	103238799	30387	20387	T3	False	1	True	+	Liftoff
ZBED8	ZBED8	chr11	103235490	103240260	103230490	103245260	14770	4770	T4	False	1	False	+	Liftoff
C1QTNF2	C1QTNF2	chr11	103268639	103297603	103263639	103302603	38964	28964	T4	False	1	False	+	Liftoff
CCNJL	CCNJL	chr11	103353215	103403300	103348215	103408300	60085	50085	T4	False	1	False	+	Liftoff
LOC111816321	LOC111816321	chr11	103361099	103361228	103356099	103366228	10129	129	T4	False	1	False	-	Liftoff
FABP6	FABP6	chr11	103411943	103415586	103406943	103420586	13643	3643	T3	False	2	True	-	Liftoff
TTC1	TTC1	chr11	103519329	103556004	103514329	103561004	46675	36675	T4	False	4	False	-	Liftoff
ADRA1B	ADRA1B	chr11	103591879	103727103	103586879	103732103	145224	135224	T4	False	1	False	-	Liftoff
LOC111816253	LOC111816253	chr11	103777401	103779949	103772401	103784949	12548	2548	T4	False	1	False	+	Liftoff
IL12B	IL12B	chr11	104314509	104325916	104309509	104330916	21407	11407	T4	False	1	False	+	Liftoff
UBLCP1	UBLCP1	chr11	104360325	104380571	104355325	104385571	30246	20246	T3	False	2	True	-	Liftoff
RNF145	RNF145	chr11	104437002	104482120	104432002	104487120	55118	45118	T4	False	1	False	+	Liftoff
EBF1	EBF1	chr11	104536962	104939072	104531962	104944072	412110	402110	T4	False	1	False	+	Liftoff
LOC111816314	LOC111816314	chr11	105721641	105721747	105716641	105726747	10106	106	T4	False	1	False	+	Liftoff
CLINT1	CLINT1	chr11	105833221	105893370	105828221	105898370	70149	60149	T3	False	2	True	+	Liftoff
LSM11	LSM11	chr11	105919693	105930186	105914693	105935186	20493	10493	T4	False	1	False	-	Liftoff
THG1L	THG1L	chr11	105931978	105938844	105926978	105943844	16866	6866	T4	False	1	False	-	Liftoff
SOX30	SOX30	chr11	105960591	106000335	105955591	106005335	49744	39744	T3	False	1	True	+	Liftoff
ADAM19	ADAM19	chr11	106071942	106170433	106066942	106175433	108491	98491	T4	False	1	False	+	Liftoff
NIPAL4	NIPAL4	chr11	106167128	106183711	106162128	106188711	26583	16583	T4	False	1	False	-	Liftoff
CYFIP2	CYFIP2	chr11	106241642	106371920	106236642	106376920	140278	130278	T3	False	1	True	-	Liftoff
LOC105741934	LOC105741934	chr11	106281636	106286108	106276636	106291108	14472	4472	T3	False	1	True	-	Liftoff
FNDC9	FNDC9	chr11	106290236	106292195	106285236	106297195	11959	1959	T4	False	1	False	+	Liftoff
ITK	ITK	chr11	106401926	106470021	106396926	106475021	78095	68095	T4	False	1	False	-	Liftoff
FAM71B	FAM71B	chr11	106485849	106488725	106480849	106493725	12876	2876	T4	False	1	False	+	Liftoff
MED7	MED7	chr11	106516330	106520117	106511330	106525117	13787	3787	T3	False	1	True	+	Liftoff
HAVCR2	HAVCR2	chr11	106549613	106568830	106544613	106573830	29217	19217	T3	False	1	True	+	Liftoff
HAVCR1	HAVCR1	chr11	106745131	106776241	106740131	106781241	41110	31110	T3	False	1	True	+	Liftoff
TIMD4	TIMD4	chr11	106846088	106885192	106841088	106890192	49104	39104	T3	False	1	True	+	Liftoff
SGCD	SGCD	chr11	107093413	107739813	107088413	107744813	656400	646400	T3	False	1	True	-	Liftoff
LOC111816274	LOC111816274	chr11	108156851	108158673	108151851	108163673	11822	1822	T4	False	1	False	-	Liftoff
LOC111816312	LOC111816312	chr11	108635229	108658326	108630229	108663326	33097	23097	T3	False	1	True	-	Liftoff
LOC101583359	LOC101583359	chr11	108786246	108892530	108781246	108897530	116284	106284	T4	False	1	False	-	Liftoff
MRPL22	MRPL22	chr11	109035744	109046199	109030744	109051199	20455	10455	T4	False	1	False	-	Liftoff
LOC111814882	LOC111814882	chr11	109043338	109043442	109038338	109048442	10104	104	T4	False	1	False	-	Liftoff
LOC111816249	LOC111816249	chr11	109059475	109076055	109054475	109081055	26580	16580	T4	False	1	False	-	Liftoff
GEMIN5	GEMIN5	chr11	109076181	109122143	109071181	109127143	55962	45962	T4	False	1	False	+	Liftoff
CNOT8	CNOT8	chr11	109126921	109150897	109121921	109155897	33976	23976	T3	False	1	True	-	Liftoff
LOC111816293	LOC111816293	chr11	109150821	109151835	109145821	109156835	11014	1014	T4	False	1	False	+	Liftoff
FAXDC2	FAXDC2	chr11	109168958	109192664	109163958	109197664	33706	23706	T4	False	1	False	+	Liftoff
LARP1	LARP1	chr11	109196956	109222774	109191956	109227774	35818	25818	T3	False	1	True	-	Liftoff
LOC111816311	LOC111816311	chr11	109308973	109338718	109303973	109343718	39745	29745	T4	False	1	False	+	Liftoff
HAND1	HAND1	chr11	109465771	109468773	109460771	109473773	13002	3002	T4	False	1	False	+	Liftoff
SAP30L	SAP30L	chr11	109480403	109494601	109475403	109499601	24198	14198	T4	False	1	False	-	Liftoff
LOC111816275	LOC111816275	chr11	109508438	109518966	109503438	109523966	20528	10528	T4	False	1	False	+	Liftoff
GALNT10	GALNT10	chr11	109522080	109752173	109517080	109757173	240093	230093	T4	False	1	False	-	Liftoff
LOC111816313	LOC111816313	chr11	109562967	109563074	109557967	109568074	10107	107	T4	False	1	False	+	Liftoff
LOC111816328	LOC111816328	chr11	109797871	109797978	109792871	109802978	10107	107	T4	False	1	False	-	Liftoff
MFAP3	MFAP3	chr11	109878213	109898806	109873213	109903806	30593	20593	T4	False	1	False	-	Liftoff
FAM114A2	FAM114A2	chr11	109898834	109943710	109893834	109948710	54876	44876	T3	False	1	True	+	Liftoff
GRIA1	GRIA1	chr11	110160166	110477670	110155166	110482670	327504	317504	T3	False	1	True	-	Liftoff
LOC111816319	LOC111816319	chr11	110539228	110539333	110534228	110544333	10105	105	T4	False	1	False	-	Liftoff
NMUR2	NMUR2	chr11	111693671	111704857	111688671	111709857	21186	11186	T4	False	1	False	+	Liftoff
GLRA1	GLRA1	chr11	112451751	112553556	112446751	112558556	111805	101805	T4	False	1	False	+	Liftoff
G3BP1	G3BP1	chr11	112562242	112611638	112557242	112616638	59396	49396	T3	False	1	True	-	Liftoff
ATOX1	ATOX1	chr11	112637924	112647304	112632924	112652304	19380	9380	T4	False	1	False	+	Liftoff
SPARC	SPARC	chr11	112687763	112710796	112682763	112715796	33033	23033	T3	False	1	True	+	Liftoff
FAT2	FAT2	chr11	112793042	112881781	112788042	112886781	98739	88739	T4	False	1	False	+	Liftoff
SLC36A1	SLC36A1	chr11	112901853	112948642	112896853	112953642	56789	46789	T4	False	1	False	-	Liftoff
LOC101565331	LOC101565331	chr11	112986910	112991767	112981910	112996767	14857	4857	T3	False	1	True	-	Liftoff
LOC111816267	LOC111816267	chr11	112990112	112991719	112985112	112996719	11607	1607	T3	False	1	True	+	Liftoff
LOC111816250	LOC111816250	chr11	112991918	112993099	112986918	112998099	11181	1181	T4	False	1	False	+	Liftoff
SEC24A	SEC24A	chr11	112999191	113083382	112994191	113088382	94191	84191	T4	False	1	False	-	Liftoff
SAR1B	SAR1B	chr11	113092138	113123273	113087138	113128273	41135	31135	T3	False	1	True	+	Liftoff
JADE2	JADE2	chr11	113138797	113185708	113133797	113190708	56911	46911	T4	False	1	False	-	Liftoff
LOC111816307	LOC111816307	chr11	113183628	113190593	113178628	113195593	16965	6965	T4	False	1	False	+	Liftoff
DYNLL1-L1	DYNLL1	chr11	113238760	113239288	113233760	113244288	10528	528	T2	True	3	True	+	Liftoff
LOC111816310	LOC111816310	chr11	113258533	113262555	113253533	113267555	14022	4022	T4	False	1	False	-	Liftoff
CDKN2AIPNL	CDKN2AIPNL	chr11	113287593	113295190	113282593	113300190	17597	7597	T3	False	4	True	+	Liftoff
UBE2B	UBE2B	chr11	113305259	113325699	113300259	113330699	30440	20440	T4	False	1	False	-	Liftoff
CDKL3	CDKL3	chr11	113330725	113379187	113325725	113384187	58462	48462	T4	False	1	False	+	Liftoff
PPP2CA	PPP2CA	chr11	113457376	113486256	113452376	113491256	38880	28880	T3	False	1	True	+	Liftoff
SKP1	SKP1	chr11	113505582	113527314	113500582	113532314	31732	21732	T3	False	5	True	+	Liftoff
TCF7	TCF7	chr11	113531326	113558978	113526326	113563978	37652	27652	T4	False	1	False	-	Liftoff
VDAC1	VDAC1	chr11	113642315	113666467	113637315	113671467	34152	24152	T3	False	1	True	+	Liftoff
CUNH5ORF15	CUNH5ORF15	chr11	113669989	113685274	113664989	113690274	25285	15285	T4	False	1	False	+	Liftoff
LOC111816309	LOC111816309	chr11	113682622	113682882	113677622	113687882	10260	260	T4	False	1	False	-	Liftoff
FSTL4	FSTL4	chr11	114047782	114439183	114042782	114444183	401401	391401	T3	False	1	True	+	Liftoff
LOC111816276	LOC111816276	chr11	114389512	114393676	114384512	114398676	14164	4164	T4	False	1	False	-	Liftoff
HSPA4	HSPA4	chr11	114533309	114586736	114528309	114591736	63427	53427	T3	False	1	True	-	Liftoff
ZCCHC10	ZCCHC10	chr11	114613698	114635101	114608698	114640101	31403	21403	T3	False	1	True	+	Liftoff
AFF4	AFF4	chr11	114648876	114754343	114643876	114759343	115467	105467	T4	False	1	False	+	Liftoff
UQCRQ	UQCRQ	chr11	114736827	114762138	114731827	114767138	35311	25311	T3	False	1	True	-	Liftoff
LEAP2	LEAP2	chr11	114754243	114755233	114749243	114760233	10990	990	T4	False	1	False	-	Liftoff
GDF9	GDF9	chr11	114766963	114789691	114761963	114794691	32728	22728	T4	False	1	False	+	Liftoff
SHROOM1	SHROOM1	chr11	114786194	114808593	114781194	114813593	32399	22399	T4	False	1	False	+	Liftoff
SOWAHA	SOWAHA	chr11	114813972	114817021	114808972	114822021	13049	3049	T4	False	1	False	-	Liftoff
LOC105741940	LOC105741940	chr11	114832296	114846704	114827296	114851704	24408	14408	T3	False	1	True	-	Liftoff
SEPT8	SEPT8	chr11	114862444	114875604	114857444	114880604	23160	13160	T3	False	1	True	+	Liftoff
CCNI2	CCNI2	chr11	114875539	114883195	114870539	114888195	17656	7656	T4	False	1	False	-	Liftoff
