chrom	start	end	count
chr15	45000000	46000000	372
chr15	46000000	47000000	388
chr15	47000000	48000000	410
chr15	48000000	49000000	370
chr15	49000000	50000000	364
chr15	50000000	51000000	380
chr15	51000000	52000000	395
chr15	52000000	53000000	354
chr15	53000000	54000000	346
chr15	54000000	55000000	431
chr15	55000000	56000000	489
chr15	56000000	57000000	69
chr15	57000000	58000000	90
chr15	58000000	59000000	364
chr15	59000000	60000000	469
chr15	60000000	61000000	358
chr15	61000000	62000000	357
chr15	62000000	63000000	407
chr15	63000000	64000000	516
chr15	64000000	65000000	389
chr15	65000000	66000000	344
chr15	66000000	67000000	435
chr15	67000000	68000000	392
chr15	68000000	69000000	363
chr15	69000000	70000000	370
chr15	70000000	71000000	372
chr15	71000000	72000000	416
chr15	72000000	73000000	466
chr15	73000000	74000000	384
chr15	74000000	75000000	390
chr15	75000000	76000000	367
chr15	76000000	77000000	358
chr15	77000000	78000000	461
chr15	78000000	79000000	350
chr15	79000000	80000000	369
chr15	80000000	81000000	389
chr15	81000000	82000000	517
chr15	82000000	83000000	694
chr15	83000000	84000000	437
chr15	84000000	85000000	323
chr15	85000000	86000000	332
chr15	86000000	87000000	384
chr15	87000000	88000000	484
chr15	88000000	89000000	586
chr15	89000000	90000000	536
chr15	90000000	91000000	821
chr15	91000000	92000000	630
chr15	92000000	93000000	371
chr15	93000000	94000000	368
chr15	94000000	95000000	334
chr15	95000000	96000000	401
chr15	96000000	97000000	329
chr15	97000000	98000000	429
chr15	98000000	99000000	330
chr15	99000000	100000000	320
chr15	100000000	101000000	327
chr15	101000000	102000000	373
chr15	102000000	103000000	398
chr15	103000000	104000000	416
chr15	104000000	105000000	406
chr15	105000000	106000000	408
chr15	106000000	107000000	330
chr15	107000000	108000000	5
chr15	108000000	109000000	27
chr15	109000000	110000000	17
chr15	110000000	110684108	3
chr16	0	1000000	486
chr16	1000000	2000000	582
chr16	2000000	3000000	424
chr16	3000000	4000000	383
chr16	4000000	5000000	330
chr16	5000000	6000000	416
chr16	6000000	7000000	384
chr16	7000000	8000000	622
chr16	8000000	9000000	438
chr16	9000000	10000000	463
chr16	10000000	11000000	410
chr16	11000000	12000000	418
chr16	12000000	13000000	367
chr16	13000000	14000000	375
chr16	14000000	15000000	433
chr16	15000000	16000000	332
chr16	16000000	17000000	369
chr16	17000000	18000000	320
chr16	18000000	19000000	418
chr16	19000000	20000000	385
chr16	20000000	21000000	568
chr16	21000000	22000000	641
chr16	22000000	23000000	467
chr16	23000000	24000000	480
chr16	24000000	25000000	386
chr16	25000000	26000000	523
chr16	26000000	27000000	506
chr16	27000000	28000000	495
chr16	28000000	29000000	544
chr16	29000000	30000000	443
chr16	30000000	31000000	363
chr16	31000000	32000000	435
chr16	32000000	33000000	437
chr16	33000000	34000000	477
chr16	34000000	35000000	331
chr16	35000000	36000000	392
chr16	36000000	37000000	397
chr16	37000000	38000000	405
chr16	38000000	39000000	397
chr16	39000000	40000000	401
chr16	40000000	41000000	589
chr16	41000000	42000000	431
chr16	42000000	43000000	735
chr16	43000000	44000000	434
chr16	44000000	45000000	323
chr16	45000000	46000000	338
chr16	46000000	47000000	516
chr16	47000000	48000000	715
chr16	48000000	49000000	456
chr16	49000000	50000000	612
chr16	50000000	51000000	585
chr16	51000000	52000000	483
chr16	52000000	53000000	414
chr16	53000000	54000000	429
chr16	54000000	55000000	363
chr16	55000000	56000000	374
chr16	56000000	57000000	365
chr16	57000000	58000000	367
chr16	58000000	59000000	588
chr16	59000000	60000000	668
chr16	60000000	61000000	735
chr16	61000000	62000000	594
chr16	62000000	63000000	690
chr16	63000000	64000000	479
chr16	64000000	65000000	949
chr16	65000000	66000000	1562
chr16	66000000	67000000	447
chr16	67000000	68000000	348
chr16	68000000	69000000	387
chr16	69000000	70000000	384
chr16	70000000	71000000	375
chr16	71000000	72000000	365
chr16	72000000	73000000	373
chr16	73000000	74000000	378
chr16	74000000	75000000	437
chr16	75000000	76000000	394
chr16	76000000	77000000	409
chr16	77000000	78000000	376
chr16	78000000	79000000	440
chr16	79000000	80000000	392
chr16	80000000	81000000	438
chr16	81000000	82000000	347
chr16	82000000	83000000	402
chr16	83000000	84000000	343
chr16	84000000	85000000	399
chr16	85000000	86000000	395
chr16	86000000	87000000	401
chr16	87000000	88000000	414
chr16	88000000	89000000	359
chr16	89000000	90000000	352
chr16	90000000	91000000	383
chr16	91000000	92000000	472
chr16	92000000	93000000	361
chr16	93000000	94000000	412
chr16	94000000	95000000	477
chr16	95000000	96000000	519
chr16	96000000	97000000	588
chr16	97000000	98000000	449
chr16	98000000	99000000	446
chr16	99000000	100000000	400
chr16	100000000	101000000	406
chr16	101000000	102000000	415
chr16	102000000	103000000	464
chr16	103000000	104000000	426
chr16	104000000	105000000	415
chr16	105000000	106000000	443
chr16	106000000	107000000	405
chr16	107000000	108000000	423
chr16	108000000	108014918	23
chr17	0	1000000	65
chr17	1000000	2000000	348
chr17	2000000	3000000	425
chr17	3000000	4000000	465
chr17	4000000	5000000	487
chr17	5000000	6000000	393
chr17	6000000	7000000	361
chr17	7000000	8000000	431
chr17	8000000	9000000	566
chr17	9000000	10000000	576
chr17	10000000	11000000	443
chr17	11000000	12000000	451
chr17	12000000	13000000	429
chr17	13000000	14000000	413
chr17	14000000	15000000	467
chr17	15000000	16000000	494
chr17	16000000	17000000	502
chr17	17000000	18000000	516
chr17	18000000	19000000	324
chr17	19000000	20000000	392
chr17	20000000	21000000	308
chr17	21000000	22000000	327
chr17	22000000	23000000	265
chr17	23000000	24000000	548
chr17	24000000	25000000	393
chr17	25000000	26000000	492
chr17	26000000	27000000	451
chr17	27000000	28000000	504
chr17	28000000	29000000	431
chr17	29000000	30000000	474
chr17	30000000	31000000	366
chr17	31000000	32000000	353
chr17	32000000	33000000	446
chr17	33000000	34000000	487
chr17	34000000	35000000	390
chr17	35000000	36000000	370
chr17	36000000	37000000	343
chr17	37000000	38000000	384
chr17	38000000	39000000	108
chr17	39000000	40000000	0
chr17	40000000	41000000	2
chr17	41000000	42000000	6
chr17	42000000	43000000	0
chr17	43000000	44000000	3
chr17	44000000	45000000	19
chr17	45000000	46000000	315
chr17	46000000	47000000	322
chr17	47000000	48000000	379
chr17	48000000	49000000	346
chr17	49000000	50000000	423
chr17	50000000	51000000	388
chr17	51000000	52000000	360
chr17	52000000	53000000	369
chr17	53000000	54000000	360
chr17	54000000	55000000	381
chr17	55000000	56000000	361
chr17	56000000	57000000	290
chr17	57000000	58000000	532
chr17	58000000	59000000	641
chr17	59000000	60000000	386
chr17	60000000	61000000	418
chr17	61000000	62000000	336
chr17	62000000	63000000	346
chr17	63000000	64000000	430
chr17	64000000	65000000	355
chr17	65000000	66000000	329
chr17	66000000	67000000	448
chr17	67000000	68000000	466
chr17	68000000	69000000	502
chr17	69000000	70000000	490
chr17	70000000	71000000	367
chr17	71000000	72000000	354
chr17	72000000	73000000	511
chr17	73000000	74000000	448
chr17	74000000	75000000	353
chr17	75000000	76000000	513
chr17	76000000	77000000	359
chr17	77000000	78000000	357
chr17	78000000	79000000	359
chr17	79000000	80000000	363
chr17	80000000	81000000	413
chr17	81000000	82000000	423
chr17	82000000	83000000	354
chr17	83000000	84000000	395
chr17	84000000	85000000	318
chr17	85000000	86000000	372
chr17	86000000	87000000	356
chr17	87000000	88000000	368
chr17	88000000	89000000	400
chr17	89000000	90000000	324
chr17	90000000	91000000	313
chr17	91000000	92000000	525
chr17	92000000	93000000	347
chr17	93000000	94000000	397
chr17	94000000	95000000	354
chr17	95000000	96000000	340
chr17	96000000	97000000	418
chr17	97000000	98000000	414
chr17	98000000	99000000	370
chr17	99000000	100000000	455
chr17	100000000	101000000	386
chr17	101000000	102000000	481
chr17	102000000	103000000	328
chr17	103000000	104000000	80
chr17	104000000	104132507	0
chr18	0	1000000	332
chr18	1000000	2000000	411
chr18	2000000	3000000	271
chr18	3000000	4000000	556
chr18	4000000	5000000	470
chr18	5000000	6000000	500
chr18	6000000	7000000	449
chr18	7000000	8000000	578
chr18	8000000	9000000	644
chr18	9000000	10000000	332
chr18	10000000	11000000	400
chr18	11000000	12000000	490
chr18	12000000	13000000	485
chr18	13000000	14000000	523
chr18	14000000	15000000	634
chr18	15000000	16000000	482
chr18	16000000	17000000	471
chr18	17000000	18000000	539
chr18	18000000	19000000	695
chr18	19000000	20000000	647
chr18	20000000	21000000	591
chr18	21000000	22000000	579
chr18	22000000	23000000	317
chr18	23000000	24000000	311
chr18	24000000	25000000	416
chr18	25000000	26000000	398
chr18	26000000	27000000	426
chr18	27000000	28000000	499
chr18	28000000	29000000	446
chr18	29000000	30000000	548
chr18	30000000	31000000	416
chr18	31000000	32000000	446
chr18	32000000	33000000	380
chr18	33000000	34000000	318
chr18	34000000	35000000	208
chr18	35000000	36000000	160
chr18	36000000	37000000	289
chr18	37000000	38000000	411
chr18	38000000	39000000	407
chr18	39000000	40000000	417
chr18	40000000	41000000	371
chr18	41000000	42000000	316
chr18	42000000	43000000	318
chr18	43000000	44000000	476
chr18	44000000	45000000	444
chr18	45000000	46000000	338
chr18	46000000	47000000	373
chr18	47000000	48000000	404
chr18	48000000	49000000	370
chr18	49000000	50000000	368
chr18	50000000	51000000	399
chr18	51000000	52000000	450
chr18	52000000	53000000	395
chr18	53000000	54000000	440
chr18	54000000	55000000	464
chr18	55000000	56000000	368
chr18	56000000	57000000	454
chr18	57000000	58000000	479
chr18	58000000	59000000	392
chr18	59000000	60000000	335
chr18	60000000	61000000	347
chr18	61000000	62000000	347
chr18	62000000	63000000	381
chr18	63000000	64000000	446
chr18	64000000	65000000	390
chr18	65000000	66000000	336
chr18	66000000	67000000	360
chr18	67000000	68000000	359
chr18	68000000	69000000	470
chr18	69000000	70000000	333
chr18	70000000	71000000	414
chr18	71000000	72000000	349
chr18	72000000	73000000	354
chr18	73000000	74000000	340
chr18	74000000	75000000	372
chr18	75000000	76000000	324
chr18	76000000	77000000	361
chr18	77000000	78000000	363
chr18	78000000	79000000	405
chr18	79000000	80000000	334
chr18	80000000	81000000	315
chr18	81000000	82000000	413
chr18	82000000	83000000	398
chr18	83000000	84000000	258
chr18	84000000	85000000	480
chr18	85000000	86000000	350
chr18	86000000	87000000	351
chr18	87000000	88000000	355
chr18	88000000	89000000	330
chr18	89000000	90000000	271
chr18	90000000	91000000	375
chr18	91000000	92000000	370
chr18	92000000	93000000	356
chr18	93000000	94000000	439
chr18	94000000	95000000	449
chr18	95000000	96000000	276
chr18	96000000	97000000	374
chr18	97000000	98000000	274
chr18	98000000	99000000	372
chr18	99000000	100000000	313
chr18	100000000	100887928	324
chr19	0	1000000	488
chr19	1000000	2000000	371
chr19	2000000	3000000	382
chr19	3000000	4000000	436
chr19	4000000	5000000	394
chr19	5000000	6000000	386
chr19	6000000	7000000	372
chr19	7000000	8000000	451
chr19	8000000	9000000	448
chr19	9000000	10000000	743
chr19	10000000	11000000	509
chr19	11000000	12000000	444
chr19	12000000	13000000	533
chr19	13000000	14000000	536
chr19	14000000	15000000	602
chr19	15000000	16000000	583
chr19	16000000	17000000	705
chr19	17000000	18000000	525
chr19	18000000	19000000	769
chr19	19000000	20000000	682
chr19	20000000	21000000	819
chr19	21000000	22000000	427
chr19	22000000	23000000	541
chr19	23000000	24000000	640
chr19	24000000	25000000	938
chr19	25000000	26000000	354
chr19	26000000	27000000	479
chr19	27000000	28000000	731
chr19	28000000	29000000	537
chr19	29000000	30000000	432
chr19	30000000	31000000	457
chr19	31000000	32000000	472
chr19	32000000	33000000	579
chr19	33000000	34000000	517
chr19	34000000	35000000	470
chr19	35000000	36000000	674
chr19	36000000	37000000	497
chr19	37000000	38000000	447
chr19	38000000	39000000	439
chr19	39000000	40000000	395
chr19	40000000	41000000	380
chr19	41000000	42000000	486
chr19	42000000	43000000	377
chr19	43000000	44000000	365
chr19	44000000	45000000	530
chr19	45000000	46000000	485
chr19	46000000	47000000	751
chr19	47000000	48000000	496
chr19	48000000	49000000	760
chr19	49000000	50000000	538
chr19	50000000	51000000	382
chr19	51000000	52000000	376
chr19	52000000	53000000	393
chr19	53000000	54000000	496
chr19	54000000	55000000	549
chr19	55000000	56000000	614
chr19	56000000	57000000	443
chr19	57000000	58000000	478
chr19	58000000	59000000	337
chr19	59000000	60000000	336
chr19	60000000	61000000	362
chr19	61000000	62000000	344
chr19	62000000	63000000	494
chr19	63000000	64000000	502
chr19	64000000	65000000	596
chr19	65000000	66000000	355
chr19	66000000	67000000	405
chr19	67000000	68000000	447
chr19	68000000	69000000	370
chr19	69000000	70000000	478
chr19	70000000	71000000	379
chr19	71000000	72000000	379
chr19	72000000	73000000	347
chr19	73000000	74000000	491
chr19	74000000	75000000	421
chr19	75000000	76000000	416
chr19	76000000	77000000	413
chr19	77000000	78000000	403
chr19	78000000	79000000	507
chr19	79000000	80000000	393
chr19	80000000	81000000	373
chr19	81000000	82000000	397
chr19	82000000	83000000	471
chr19	83000000	84000000	635
chr19	84000000	85000000	456
chr19	85000000	86000000	316
chr19	86000000	87000000	350
chr19	87000000	88000000	364
chr19	88000000	89000000	414
chr19	89000000	90000000	431
chr19	90000000	91000000	313
chr19	91000000	92000000	380
chr19	92000000	93000000	373
chr19	93000000	94000000	382
chr19	94000000	95000000	359
chr19	95000000	96000000	445
chr19	96000000	97000000	334
chr19	97000000	98000000	612
chr19	98000000	98826952	743
chr20	0	1000000	451
chr20	1000000	2000000	586
chr20	2000000	3000000	449
chr20	3000000	4000000	442
chr20	4000000	5000000	470
chr20	5000000	6000000	498
chr20	6000000	7000000	560
chr20	7000000	8000000	589
chr20	8000000	9000000	565
chr20	9000000	10000000	638
chr20	10000000	11000000	417
chr20	11000000	12000000	84
chr20	12000000	13000000	559
chr20	13000000	14000000	470
chr20	14000000	15000000	478
chr20	15000000	16000000	459
chr20	16000000	17000000	394
chr20	17000000	18000000	663
chr20	18000000	19000000	560
chr20	19000000	20000000	451
chr20	20000000	21000000	429
chr20	21000000	22000000	467
chr20	22000000	23000000	325
chr20	23000000	24000000	267
chr20	24000000	25000000	419
chr20	25000000	26000000	556
chr20	26000000	27000000	481
chr20	27000000	28000000	593
chr20	28000000	29000000	394
chr20	29000000	30000000	469
chr20	30000000	31000000	374
chr20	31000000	32000000	397
chr20	32000000	33000000	508
chr20	33000000	34000000	537
chr20	34000000	35000000	597
chr20	35000000	36000000	380
chr20	36000000	37000000	501
chr20	37000000	38000000	541
chr20	38000000	39000000	581
chr20	39000000	40000000	478
chr20	40000000	41000000	371
chr20	41000000	42000000	440
chr20	42000000	43000000	400
chr20	43000000	44000000	462
chr20	44000000	45000000	337
chr20	45000000	46000000	381
chr20	46000000	47000000	536
chr20	47000000	48000000	311
chr20	48000000	49000000	376
chr20	49000000	50000000	377
chr20	50000000	51000000	381
chr20	51000000	52000000	510
chr20	52000000	53000000	371
chr20	53000000	54000000	310
chr20	54000000	55000000	989
chr20	55000000	56000000	354
chr20	56000000	57000000	286
chr20	57000000	58000000	275
chr20	58000000	59000000	461
chr20	59000000	60000000	534
chr20	60000000	61000000	606
chr20	61000000	62000000	660
chr20	62000000	63000000	510
chr20	63000000	64000000	646
chr20	64000000	65000000	536
chr20	65000000	66000000	489
chr20	66000000	67000000	448
chr20	67000000	68000000	389
chr20	68000000	69000000	403
chr20	69000000	70000000	361
chr20	70000000	71000000	360
chr20	71000000	72000000	587
chr20	72000000	73000000	549
chr20	73000000	74000000	335
chr20	74000000	75000000	463
chr20	75000000	76000000	612
chr20	76000000	77000000	440
chr20	77000000	78000000	620
chr20	78000000	79000000	486
chr20	79000000	80000000	598
chr20	80000000	81000000	566
chr20	81000000	82000000	533
chr20	82000000	83000000	447
chr20	83000000	84000000	467
chr20	84000000	85000000	375
chr20	85000000	86000000	336
chr20	86000000	87000000	434
chr20	87000000	88000000	318
chr20	88000000	89000000	397
chr20	89000000	90000000	370
chr20	90000000	91000000	392
chr20	91000000	92000000	539
chr20	92000000	92156512	115
chr21	0	1000000	443
chr21	1000000	2000000	472
chr21	2000000	3000000	430
chr21	3000000	4000000	273
chr21	4000000	5000000	374
chr21	5000000	6000000	376
chr21	6000000	7000000	424
chr21	7000000	8000000	506
chr21	8000000	9000000	437
chr21	9000000	10000000	504
chr21	10000000	11000000	643
chr21	11000000	12000000	425
chr21	12000000	13000000	376
chr21	13000000	14000000	393
chr21	14000000	15000000	473
chr21	15000000	16000000	450
chr21	16000000	17000000	369
chr21	17000000	18000000	415
chr21	18000000	19000000	425
chr21	19000000	20000000	368
chr21	20000000	21000000	391
chr21	21000000	22000000	386
chr21	22000000	23000000	494
chr21	23000000	24000000	459
chr21	24000000	25000000	291
chr21	25000000	26000000	443
chr21	26000000	27000000	502
chr21	27000000	28000000	438
chr21	28000000	29000000	403
chr21	29000000	30000000	409
chr21	30000000	31000000	394
chr21	31000000	32000000	323
chr21	32000000	33000000	348
chr21	33000000	34000000	386
chr21	34000000	35000000	503
chr21	35000000	36000000	346
chr21	36000000	37000000	376
chr21	37000000	38000000	401
chr21	38000000	39000000	319
chr21	39000000	40000000	441
chr21	40000000	41000000	366
chr21	41000000	42000000	445
chr21	42000000	43000000	372
chr21	43000000	44000000	476
chr21	44000000	45000000	415
chr21	45000000	46000000	391
chr21	46000000	47000000	376
chr21	47000000	48000000	505
chr21	48000000	49000000	385
chr21	49000000	50000000	405
chr21	50000000	51000000	357
chr21	51000000	52000000	380
chr21	52000000	53000000	290
chr21	53000000	54000000	380
chr21	54000000	55000000	406
chr21	55000000	56000000	574
chr21	56000000	57000000	493
chr21	57000000	58000000	439
chr21	58000000	59000000	319
chr21	59000000	60000000	372
chr21	60000000	61000000	355
chr21	61000000	62000000	333
chr21	62000000	63000000	357
chr21	63000000	64000000	387
chr21	64000000	65000000	421
chr21	65000000	66000000	377
chr21	66000000	67000000	360
chr21	67000000	68000000	356
chr21	68000000	69000000	371
chr21	69000000	70000000	414
chr21	70000000	71000000	342
chr21	71000000	72000000	380
chr21	72000000	73000000	386
chr21	73000000	74000000	379
chr21	74000000	75000000	334
chr21	75000000	76000000	347
chr21	76000000	77000000	443
chr21	77000000	78000000	380
chr21	78000000	79000000	379
chr21	79000000	80000000	418
chr21	80000000	81000000	462
chr21	81000000	82000000	434
chr21	82000000	83000000	424
chr21	83000000	84000000	434
chr21	84000000	85000000	452
chr21	85000000	86000000	396
chr21	86000000	87000000	407
chr21	87000000	88000000	400
chr21	88000000	89000000	466
chr21	89000000	90000000	441
chr21	90000000	91000000	422
chr21	91000000	91132750	33
chr22	0	1000000	493
chr22	1000000	2000000	414
chr22	2000000	3000000	385
chr22	3000000	4000000	370
chr22	4000000	5000000	398
chr22	5000000	6000000	371
chr22	6000000	7000000	318
chr22	7000000	8000000	346
chr22	8000000	9000000	363
chr22	9000000	10000000	417
chr22	10000000	11000000	427
chr22	11000000	12000000	398
chr22	12000000	13000000	303
chr22	13000000	14000000	574
chr22	14000000	15000000	405
chr22	15000000	16000000	552
chr22	16000000	17000000	400
chr22	17000000	18000000	428
chr22	18000000	19000000	459
chr22	19000000	20000000	446
chr22	20000000	21000000	482
chr22	21000000	22000000	404
chr22	22000000	23000000	473
chr22	23000000	24000000	458
chr22	24000000	25000000	382
chr22	25000000	26000000	381
chr22	26000000	27000000	457
chr22	27000000	28000000	431
chr22	28000000	29000000	463
chr22	29000000	30000000	438
chr22	30000000	31000000	595
chr22	31000000	32000000	470
chr22	32000000	33000000	387
chr22	33000000	34000000	357
chr22	34000000	35000000	401
chr22	35000000	36000000	425
chr22	36000000	37000000	556
chr22	37000000	38000000	468
chr22	38000000	39000000	502
chr22	39000000	40000000	708
chr22	40000000	41000000	553
chr22	41000000	42000000	325
chr22	42000000	43000000	432
chr22	43000000	44000000	381
chr22	44000000	45000000	310
chr22	45000000	46000000	221
chr22	46000000	47000000	224
chr22	47000000	48000000	288
chr22	48000000	49000000	309
chr22	49000000	50000000	368
chr22	50000000	51000000	410
chr22	51000000	52000000	718
chr22	52000000	53000000	619
chr22	53000000	54000000	597
chr22	54000000	55000000	472
chr22	55000000	56000000	498
chr22	56000000	57000000	727
chr22	57000000	58000000	586
chr22	58000000	59000000	630
chr22	59000000	60000000	272
chr22	60000000	61000000	430
chr22	61000000	62000000	382
chr22	62000000	63000000	410
chr22	63000000	64000000	488
chr22	64000000	65000000	642
chr22	65000000	66000000	527
chr22	66000000	67000000	533
chr22	67000000	68000000	389
chr22	68000000	69000000	376
chr22	69000000	70000000	419
chr22	70000000	71000000	455
chr22	71000000	72000000	528
chr22	72000000	73000000	558
chr22	73000000	74000000	389
chr22	74000000	75000000	485
chr22	75000000	76000000	467
chr22	76000000	77000000	551
chr22	77000000	78000000	447
chr22	78000000	79000000	366
chr22	79000000	80000000	514
chr22	80000000	81000000	493
chr22	81000000	82000000	312
chr22	82000000	83000000	273
chr22	83000000	84000000	488
chr22	84000000	85000000	269
chr22	85000000	85069428	5
chr23	0	1000000	351
chr23	1000000	2000000	426
chr23	2000000	3000000	461
chr23	3000000	4000000	374
chr23	4000000	5000000	342
chr23	5000000	6000000	446
chr23	6000000	7000000	413
chr23	7000000	8000000	361
chr23	8000000	9000000	366
chr23	9000000	10000000	458
chr23	10000000	11000000	323
chr23	11000000	12000000	363
chr23	12000000	13000000	338
chr23	13000000	14000000	412
chr23	14000000	15000000	351
chr23	15000000	16000000	385
chr23	16000000	17000000	386
chr23	17000000	18000000	388
chr23	18000000	19000000	642
chr23	19000000	20000000	381
chr23	20000000	21000000	400
chr23	21000000	22000000	361
chr23	22000000	23000000	371
chr23	23000000	24000000	362
chr23	24000000	25000000	593
chr23	25000000	26000000	375
chr23	26000000	27000000	355
chr23	27000000	28000000	410
chr23	28000000	29000000	417
chr23	29000000	30000000	429
chr23	30000000	31000000	449
chr23	31000000	32000000	395
chr23	32000000	33000000	394
chr23	33000000	34000000	419
chr23	34000000	35000000	354
chr23	35000000	36000000	453
chr23	36000000	37000000	387
chr23	37000000	38000000	358
chr23	38000000	39000000	412
chr23	39000000	40000000	389
chr23	40000000	41000000	356
chr23	41000000	42000000	385
chr23	42000000	43000000	410
chr23	43000000	44000000	364
chr23	44000000	45000000	349
chr23	45000000	46000000	396
chr23	46000000	47000000	335
chr23	47000000	48000000	333
chr23	48000000	49000000	394
chr23	49000000	50000000	400
chr23	50000000	51000000	363
chr23	51000000	52000000	360
chr23	52000000	53000000	398
chr23	53000000	54000000	350
chr23	54000000	55000000	415
chr23	55000000	56000000	375
chr23	56000000	57000000	461
chr23	57000000	58000000	389
chr23	58000000	59000000	395
chr23	59000000	60000000	436
chr23	60000000	61000000	385
chr23	61000000	62000000	398
chr23	62000000	63000000	372
chr23	63000000	64000000	528
chr23	64000000	65000000	340
chr23	65000000	66000000	360
chr23	66000000	67000000	430
chr23	67000000	68000000	479
chr23	68000000	69000000	385
chr23	69000000	70000000	445
chr23	70000000	71000000	460
chr23	71000000	72000000	429
chr23	72000000	73000000	437
chr23	73000000	74000000	437
chr23	74000000	75000000	440
chr23	75000000	76000000	424
chr23	76000000	77000000	432
chr23	77000000	78000000	396
chr23	78000000	79000000	413
chr23	79000000	80000000	438
chr23	80000000	81000000	405
chr23	81000000	82000000	309
chr23	82000000	82517476	234
chr24	0	1000000	408
chr24	1000000	2000000	386
chr24	2000000	3000000	331
chr24	3000000	4000000	491
chr24	4000000	5000000	374
chr24	5000000	6000000	360
chr24	6000000	7000000	424
chr24	7000000	8000000	431
chr24	8000000	9000000	388
chr24	9000000	10000000	387
chr24	10000000	11000000	324
chr24	11000000	12000000	308
chr24	12000000	13000000	423
chr24	13000000	14000000	438
chr24	14000000	15000000	498
chr24	15000000	16000000	392
chr24	16000000	17000000	236
chr24	17000000	18000000	490
chr24	18000000	19000000	374
chr24	19000000	20000000	432
chr24	20000000	21000000	369
chr24	21000000	22000000	445
chr24	22000000	23000000	569
chr24	23000000	24000000	489
chr24	24000000	25000000	450
chr24	25000000	26000000	344
chr24	26000000	27000000	421
chr24	27000000	28000000	389
chr24	28000000	29000000	293
chr24	29000000	30000000	300
chr24	30000000	31000000	377
chr24	31000000	32000000	326
chr24	32000000	33000000	488
chr24	33000000	34000000	669
chr24	34000000	35000000	456
chr24	35000000	36000000	395
chr24	36000000	37000000	426
chr24	37000000	38000000	343
chr24	38000000	39000000	418
chr24	39000000	40000000	401
chr24	40000000	41000000	469
chr24	41000000	42000000	415
chr24	42000000	43000000	523
chr24	43000000	44000000	309
chr24	44000000	45000000	414
chr24	45000000	46000000	369
chr24	46000000	47000000	405
chr24	47000000	48000000	378
chr24	48000000	49000000	425
chr24	49000000	50000000	431
chr24	50000000	51000000	346
chr24	51000000	52000000	0
chr24	52000000	53000000	3
chr24	53000000	54000000	0
chr24	54000000	55000000	0
chr24	55000000	56000000	301
chr24	56000000	57000000	387
chr24	57000000	58000000	361
chr24	58000000	59000000	373
chr24	59000000	60000000	406
chr24	60000000	61000000	315
chr24	61000000	62000000	355
chr24	62000000	63000000	570
chr24	63000000	64000000	118
chr24	64000000	64753882	0
chr25	0	1000000	226
chr25	1000000	2000000	2335
chr25	2000000	3000000	2636
chr25	3000000	4000000	2419
chr25	4000000	5000000	541
chr25	5000000	6000000	517
chr25	6000000	7000000	493
chr25	7000000	8000000	347
chr25	8000000	9000000	357
chr25	9000000	10000000	401
chr25	10000000	11000000	381
chr25	11000000	12000000	451
chr25	12000000	13000000	382
chr25	13000000	14000000	388
chr25	14000000	15000000	350
chr25	15000000	16000000	378
chr25	16000000	17000000	462
chr25	17000000	18000000	370
chr25	18000000	19000000	368
chr25	19000000	20000000	402
chr25	20000000	21000000	399
chr25	21000000	22000000	409
chr25	22000000	23000000	314
chr25	23000000	24000000	370
chr25	24000000	25000000	404
chr25	25000000	26000000	368
chr25	26000000	27000000	433
chr25	27000000	28000000	386
chr25	28000000	29000000	385
chr25	29000000	30000000	452
chr25	30000000	31000000	410
chr25	31000000	32000000	353
chr25	32000000	33000000	402
chr25	33000000	34000000	364
chr25	34000000	35000000	387
chr25	35000000	36000000	406
chr25	36000000	37000000	570
chr25	37000000	38000000	362
chr25	38000000	39000000	392
chr25	39000000	40000000	511
chr25	40000000	41000000	522
chr25	41000000	42000000	579
chr25	42000000	43000000	389
chr25	43000000	44000000	349
chr25	44000000	45000000	375
chr25	45000000	46000000	525
chr25	46000000	47000000	428
chr25	47000000	48000000	276
chr25	48000000	49000000	167
chr25	49000000	50000000	126
chr25	50000000	51000000	74
chr25	51000000	52000000	41
chr25	52000000	53000000	253
chr25	53000000	54000000	542
chr25	54000000	55000000	22
chr25	55000000	56000000	48
chr25	56000000	57000000	78
chr25	57000000	58000000	148
chr25	58000000	59000000	175
chr25	59000000	60000000	350
chr25	60000000	60231632	204
chr26	0	1000000	557
chr26	1000000	2000000	416
chr26	2000000	3000000	423
chr26	3000000	4000000	536
chr26	4000000	5000000	371
chr26	5000000	6000000	377
chr26	6000000	7000000	341
chr26	7000000	8000000	385
chr26	8000000	9000000	371
chr26	9000000	10000000	403
chr26	10000000	11000000	339
chr26	11000000	12000000	382
chr26	12000000	13000000	325
chr26	13000000	14000000	395
chr26	14000000	15000000	361
chr26	15000000	16000000	426
chr26	16000000	17000000	380
chr26	17000000	18000000	382
chr26	18000000	19000000	479
chr26	19000000	20000000	448
chr26	20000000	21000000	381
chr26	21000000	22000000	351
chr26	22000000	23000000	325
chr26	23000000	24000000	255
chr26	24000000	25000000	311
chr26	25000000	26000000	303
chr26	26000000	27000000	521
chr26	27000000	28000000	508
chr26	28000000	29000000	537
chr26	29000000	30000000	468
chr26	30000000	31000000	353
chr26	31000000	32000000	375
chr26	32000000	33000000	296
chr26	33000000	34000000	428
chr26	34000000	35000000	307
chr26	35000000	36000000	405
chr26	36000000	37000000	518
chr26	37000000	38000000	569
chr26	38000000	39000000	583
chr26	39000000	40000000	576
